gene_name,pg_adsp,pnl_adsp,pg_ukb,pnl_ukb,adsp_size.x,ukb_size.x,gene_ind.x,ensembl,gene_names,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_fstat,stage1_X2_fstat,num_snps,adsp_size.y,ukb_size.y,gene_ind.y,chr,TSS,TES
FAM167A,0.134495164957513,0.5500747915462,0.438949211443252,0.805890380919438,10454,367182,8131,ENSG00000154319.14,ENSG00000154319.14,0.0452017593814753,0.0821652894967676,0.32045381343837,0.440405700986686,0.154211309000028,0.0762237805990416,15.2022652192261,3.7181659268609977,9,10454,367182,8131,8,11474714,11474715
FAM170B,0.943244927576927,0.546260865320661,0.882384360213371,0.729073667152743,10454,367182,9733,ENSG00000172538.6,ENSG00000172538.6,0.244639012071118,0.507889855537662,0.97031890717838,0.926660241060236,0.994542065271258,0.960337982000803,19.7017769822409,5.038131541506851,5,10454,367182,9733,10,49134007,49134008
FAM177A1,0.343422592684371,0.650628973064384,0.583741049540925,0.4815022293128,10454,367182,12994,ENSG00000151327.12,ENSG00000151327.12,0.0814585172694394,0.0366373897735326,0.0585570893102307,0.313000830247959,0.589037798810926,0.840388848964132,21.5459068889983,8.541948883464435,6,10454,367182,12994,14,35044906,35044907
FAM177B,0.491818576921069,0.697873419927026,0.76351860858339,0.835128042148865,10454,367182,1892,ENSG00000197520.10,ENSG00000197520.10,0.316331671860594,0.432409819213932,0.412103034956002,0.0118368791126214,0.0096784363990152,0.0863799925471149,15.9156573913841,4.137774602707372,5,10454,367182,1892,1,222737206,222737207
FAM185A,0.122000837947163,0.999999871130984,0.0128890643186859,0.0453520463849777,10454,367182,7676,ENSG00000222011.8,ENSG00000222011.8,0.14208837427567,0.328572006480158,0.790026613212872,0.135492276777938,0.242759697284842,0.437455456803409,18.7467350312549,2.5930326322631094,2,10454,367182,7676,7,102748970,102748971
FAM185BP,0.973833408964757,0.518113102563276,0.147464243630194,0.158904136779869,10454,367182,7507,ENSG00000214439.3,ENSG00000214439.3,0.480442584890716,0.591242194218758,0.457013963509312,0.23768546262242,0.159335324749703,0.131117943303306,10.8389434037798,1.7322138217412661,2,10454,367182,7507,7,77122115,77122116
FAM193B,0.64009373779474,0.567200012044491,0.940587367799865,0.872889984089433,10454,367182,5977,ENSG00000146067.15,ENSG00000146067.15,0.246187033321212,100,,0.0753134376075911,,,27.0812726729696,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f2031545800> [RTYPES.NILSXP],2,10454,367182,5977,5,177554540,177554541
FAM19A2,0.679616411286602,0.999255636028893,0.958346471638387,0.693980881570289,10454,367182,12007,ENSG00000198673.10,ENSG00000198673.10,0.780407517932379,0.95696702927273,0.919345764098522,0.57369961075866,0.180016560196229,0.0776756131244974,20.2749915162029,3.969484504305424,3,10454,367182,12007,12,62279149,62279150
FAM206A,0.35211970788008,0.548893736167255,0.44256683409692,0.849861268332649,10454,367182,9149,ENSG00000119328.11,ENSG00000119328.11,0.0315556430106993,0.0765635129752449,0.472128925806056,0.203596761024315,0.414801740984144,0.704799108282844,16.0245757682063,1.8158484059472888,4,10454,367182,9149,9,108934180,108934181
FAM208A,0.82773239264939,0.671389125607423,0.469646773873807,0.647093592859889,10454,367182,3852,ENSG00000163946.13,ENSG00000163946.13,0.60575067119384,0.811512030537001,0.697288194280203,0.0494332527628942,0.0620661111025658,0.192479837568747,25.1401694227785,22.471085152255974,2,10454,367182,3852,3,56683236,56683237
FAM20A,0.816542572894121,0.668758855780888,0.0162219192047476,0.0121063816876024,10454,367182,16247,ENSG00000108950.11,ENSG00000108950.11,0.449355159939963,0.743051838348025,0.88281463924793,0.475197978733667,0.744788526017567,0.778048133531578,41.1128042621681,20.678430132863923,7,10454,367182,16247,17,68601388,68601389
FAM212B,0.324889801796804,0.513808600296178,0.743227169128271,0.827301579274842,10454,367182,1033,ENSG00000197852.9,ENSG00000197852.9,0.850241845755714,0.233302215098734,0.0899618341241433,0.0764336636360076,0.0507588185965029,0.0929694226606014,10.76035293969,3.039686424756193,6,10454,367182,1033,1,111755243,111755244
FAM213A,0.785519561052446,0.665731122522731,0.665587227187136,0.82266765427848,10454,367182,9904,ENSG00000122378.13,ENSG00000122378.13,0.260473148934183,0.251139501055995,0.221096230692784,0.588368156604059,0.028098310316974,0.0088582607963257,20.3183604031844,2.517733859351413,4,10454,367182,9904,10,80407828,80407829
FAM213B,0.195332735773201,0.62364223553056,0.800023297867226,0.999999810574225,10454,367182,102,ENSG00000157870.14,ENSG00000157870.14,0.85808265015746,0.907101220774387,0.686390019097215,0.951833022752019,0.132494598458101,0.0444661527999299,13.1203175137624,2.7445466543243686,4,10454,367182,102,1,2586490,2586491
FAM21FP,0.140547470186504,0.529201370945807,0.432261589349798,0.851080727108106,10454,367182,9712,ENSG00000237840.6,ENSG00000237840.6,0.151538974864018,100,,0.919833856108974,,,38.3578448080533,<rpy2.rinterface_lib.sexp.NULLType object at 0x7ff38d6057c0> [RTYPES.NILSXP],2,10454,367182,9712,10,45727198,45727199
FAM220A,0.487198358492335,0.63384852804131,0.169533002007284,0.207076524366823,10454,367182,7142,ENSG00000178397.12,ENSG00000178397.12,0.803732903312987,0.676722755164768,0.396408388617376,0.0115506062078896,0.016344400282714,0.173879969123704,16.1802958629234,3.127141347378207,4,10454,367182,7142,7,6348980,6348981
FAM228A,0.359542888940368,0.861625992915129,0.321985266327485,0.62360703134003,10454,367182,2152,ENSG00000186453.12,ENSG00000186453.12,0.276439006803784,100,,0.630132187835938,,,13.4239471190973,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f5898017580> [RTYPES.NILSXP],3,10454,367182,2152,2,24175068,24175069
FAM228B,0.865933790027446,0.934641181823296,0.966830620397945,0.925890524920777,10454,367182,2149,ENSG00000219626.8,ENSG00000219626.8,0.764464152438886,0.0857349505226123,0.0280826137864172,0.263982548893659,0.37934738621696,0.405873362082671,19.0811810423739,4.526601770369971,4,10454,367182,2149,2,24076525,24076526
FAM26F,0.486290343592984,0.51028968216642,0.21702336179287,0.20796278363689,10454,367182,6841,ENSG00000188820.12,ENSG00000188820.12,0.951676877537679,0.857288180485067,0.581214446710571,0.828580017827424,0.342994910607118,0.147956426746333,34.244113272659,17.723588605950898,9,10454,367182,6841,6,116461369,116461370
FAM3B,0.728248122953535,0.880871872321182,0.395029100452548,0.698844039351835,10454,367182,18968,ENSG00000183844.16,ENSG00000183844.16,0.359961679722411,0.468472403450543,0.410091005555967,0.0334767387739128,0.0792057123857136,0.458240784360587,105.030717355236,40.36494934023177,6,10454,367182,18968,21,41304211,41304212
FAM43A,0.796764436877607,0.575104349031132,0.398820703808874,0.372935081483253,10454,367182,4435,ENSG00000185112.5,ENSG00000185112.5,0.925552357017871,0.694780713799809,0.396290712058156,0.862677421490955,0.654281628008224,0.365614363479498,11.7597024252037,1.9524498652386468,11,10454,367182,4435,3,194686543,194686544
FAM76B,0.819765335928562,0.775674942308783,0.747992021334694,0.835641417354762,10454,367182,11151,ENSG00000077458.12,ENSG00000077458.12,0.3316079453308,100,,0.0320114614430741,,,27.6481745220534,<rpy2.rinterface_lib.sexp.NULLType object at 0x7fb132a6f8c0> [RTYPES.NILSXP],3,10454,367182,11151,11,95790408,95790409
FAM83D,0.422661232935486,0.999999805968986,0.560340578805752,0.875963400046661,10454,367182,18616,ENSG00000101447.14,ENSG00000101447.14,0.23157431260521,0.349069388701091,0.41171607938814,0.822869161348861,0.910531867320424,0.710938834911756,17.3203523284953,2.7841165612900696,2,10454,367182,18616,20,38926311,38926312
FAM83G,0.443298009534056,0.447102784417228,0.0246922222366095,0.0251926055470676,10454,367182,15562,ENSG00000188522.14,ENSG00000188522.14,0.957793936501324,100,,0.901475275003147,,,21.5685069958892,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f1487b01900> [RTYPES.NILSXP],3,10454,367182,15562,17,19004803,19004804
FAM86DP,0.503265909800793,0.580985206051402,0.810704213489344,0.998040700188366,10454,367182,3914,ENSG00000244026.6,ENSG00000244026.6,0.40119451942748,0.423509588751553,0.314041843906604,0.657445536660978,0.575762794281045,0.340784834096763,22.4204485683706,10.242805366567756,2,10454,367182,3914,3,75435109,75435110
FAM86EP,0.719635430131309,0.5617499029214,0.50161940937771,0.483075493330589,10454,367182,4558,ENSG00000251669.5,ENSG00000251669.5,0.320990122103695,0.140902565917929,0.0867123712339933,0.264377957836633,0.164876993266493,0.124528220571854,11.6920859454186,2.539719055731251,8,10454,367182,4558,4,3955418,3955419
FAM86FP,0.695502639628,0.537389175380999,0.0263545250906563,0.874469608294906,10454,367182,11510,ENSG00000164845.16,ENSG00000164845.16,0.0154521613505537,0.0105262714737946,0.0716976880274225,0.0115662073093672,0.0032458388415955,0.0241394663992468,21.6776211790077,2.972810354254068,3,10454,367182,11510,12,8242947,8242948
FAM86HP,0.0461332402129975,0.227811248102132,0.16293526380059,0.931088867284704,10454,367182,4129,ENSG00000253540.5,ENSG00000253540.5,0.480417688579983,0.366687063409729,0.219363591285388,0.0920589662731491,0.0286445336440248,0.0388460467603916,14.1988317141122,3.7217644113682224,3,10454,367182,4129,3,130111471,130111472
FAM8A1,0.307689564682988,0.454094057562667,0.112867964091296,0.167329335846367,10454,367182,6134,ENSG00000137414.5,ENSG00000137414.5,0.355035224372079,0.439694380077247,0.374712996479465,0.750950670952132,0.936167860880619,0.859823542095917,12.5420672681649,1.7075872447666849,7,10454,367182,6134,6,17600354,17600355
FAM98C,0.393693786410268,0.502245343211344,0.660993473481142,0.807797370412128,10454,367182,17638,ENSG00000130244.12,ENSG00000130244.12,0.340095992742882,0.349191188118114,0.274486344199928,0.0082429246499586,0.0017758910572873,0.0170911779470027,14.7170541642156,4.518011994125679,2,10454,367182,17638,19,38403134,38403135
FAN1,0.00821614552140604,0.422712612438008,0.715933288481411,0.847775883823413,10454,367182,13603,ENSG00000198690.9,ENSG00000198690.9,0.398797087856537,0.449828117515168,0.346612364265894,0.513274066276405,0.028730496913267,0.0097928395698798,44.8004894040257,5.4015752667681545,4,10454,367182,13603,15,30903851,30903852
FANCA,0.486855651167133,0.488434970622903,0.130409217149689,0.0225525978782197,10454,367182,15205,ENSG00000187741.14,ENSG00000187741.14,0.261834537924988,0.526109999920074,0.873083910489053,0.104944587194491,0.253181592191877,0.730607809789476,50.8928299785226,12.778927121699061,3,10454,367182,15205,16,89816656,89816657
FANCF,0.490854051584597,0.762930916924308,0.547973577010044,0.907846087557542,10454,367182,10547,ENSG00000183161.4,ENSG00000183161.4,0.168160528989686,100,,0.781856129814346,,,14.8887996665589,<rpy2.rinterface_lib.sexp.NULLType object at 0x7ff49b15ce40> [RTYPES.NILSXP],2,10454,367182,10547,11,22626786,22626787
FARP2,0.868670843728362,0.60058444620145,0.0903248004130774,0.0977617164787302,10454,367182,3379,ENSG00000006607.13,ENSG00000006607.13,0.92989524902522,0.380368534275009,0.165262839863008,0.0712410370993134,0.174158680832772,0.623204772975533,19.3623270949034,29.420029359204317,5,10454,367182,3379,2,241356242,241356243
FAS,0.723971826804112,0.720178063410565,0.260018509949335,0.596371298437665,10454,367182,9943,ENSG00000026103.21,ENSG00000026103.21,0.233107876929522,100,,0.765766970987151,,,13.2672942258781,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f29b56d78c0> [RTYPES.NILSXP],4,10454,367182,9943,10,88990581,88990582
FBLN5,0.0713251555083452,0.229618091999708,0.481327282157508,0.58574830904543,10454,367182,13333,ENSG00000140092.14,ENSG00000140092.14,0.386602616789725,0.686260148667699,0.9532854569109,0.793765061546887,0.809404501759227,0.551537640930798,29.5860555200612,4.245646817606607,5,10454,367182,13333,14,91947986,91947987
FBN1,0.796437844086056,0.56519501509039,0.502943201203484,0.840270221862967,10454,367182,13770,ENSG00000166147.13,ENSG00000166147.13,0.244990141368229,0.508753275192112,0.99947279759541,0.751730901988438,0.338349862831337,0.150491220899568,41.6822737606094,20.8056401660563,4,10454,367182,13770,15,48645848,48645849
FBN2,0.90448294594087,0.615828241276587,0.992415982650445,0.685490242280249,10454,367182,5641,ENSG00000138829.11,ENSG00000138829.11,0.677785077318552,0.908869176085138,0.891851050521371,0.442188943592331,0.14900532248939,0.0728794191851937,43.6635586757428,126.8990238880592,7,10454,367182,5641,5,128659184,128659185
FBRSL1,0.497815916842321,0.48807372274036,0.477133084138809,0.849318899267743,10454,367182,12453,ENSG00000112787.12,ENSG00000112787.12,0.505009878981102,0.507774090976363,0.339843329060398,2.43063104343613e-05,0.0001345180951287,0.922063024191939,17.5585648415997,3.93511716085033,10,10454,367182,12453,12,132489550,132489551
FBXL13,0.211241309591007,0.375521986157642,0.46414085429676,0.762763713471145,10454,367182,7680,ENSG00000161040.16,ENSG00000161040.16,0.451029467255934,0.501028484035593,0.366908087156011,0.968613528877891,0.984446527926983,0.862937651506184,10.6819036200093,3.130877008980824,3,10454,367182,7680,7,103074842,103074843
FBXL17,0.407787033770042,0.595778377596941,0.0358341020165073,0.252143871647618,10454,367182,5568,ENSG00000145743.15,ENSG00000145743.15,0.0633574128573048,100,,0.0039500005811035,,,10.3271709556783,<rpy2.rinterface_lib.sexp.NULLType object at 0x7fac5a8e9740> [RTYPES.NILSXP],2,10454,367182,5568,5,108382097,108382098
FBXO10,0.309888723703926,0.662569248497359,0.0860975281087406,0.700863601980842,10454,367182,8928,ENSG00000147912.12,ENSG00000147912.12,0.115797107504587,0.286764724244646,0.874272978487084,0.528880740354663,0.127381688278422,0.0536168404329306,10.4223526541135,3.3619696197149893,7,10454,367182,8928,9,37576348,37576349
FBXO18,0.537463354577642,0.517225784179023,0.987159003720243,0.831739930905353,10454,367182,9530,ENSG00000134452.19,ENSG00000134452.19,0.370459297231964,0.517001537615698,0.471991766043155,0.0416835131102948,0.117213931711327,0.708772909532411,13.7025478956031,1.9522183992929567,5,10454,367182,9530,10,5890202,5890203
FBXO28,0.0785926167838351,0.326549401978687,0.221893712602377,0.937384631597121,10454,367182,1903,ENSG00000143756.11,ENSG00000143756.11,0.604266574222895,0.854397633806998,0.829959503933652,0.188570632416186,0.416951091546686,0.885256219857669,12.6187118976231,2.3027844897180034,5,10454,367182,1903,1,224114086,224114087
FBXO40,0.176000997992533,0.722610348024393,0.319816016867626,0.757834151416127,10454,367182,4037,ENSG00000163833.7,ENSG00000163833.7,0.0012876390366405,0.0045551586883364,0.515293374797087,0.217791488105461,0.357741061650478,0.463666598548955,11.1383698076699,2.9358154655376483,5,10454,367182,4037,3,121593118,121593119
FBXO42,0.845586221475336,0.707316214956055,0.640689939191705,0.654772143584385,10454,367182,237,ENSG00000037637.10,ENSG00000037637.10,0.978535309656516,0.882480140639553,0.617566846962338,0.600505019009876,0.126540782087093,0.0494461580566488,13.5014545721593,4.291653315965617,2,10454,367182,237,1,16352453,16352454
FBXW4P1,0.308413067431809,0.548111295671995,0.0241608925436105,0.0302396856294737,10454,367182,19214,ENSG00000230701.2,ENSG00000230701.2,0.389999589840426,0.686134775099786,0.904305806937925,0.578077926354706,0.848854672085095,0.892151133442696,13.5662925337219,2.9615380284929516,5,10454,367182,19214,22,23262766,23262767
FBXW5,0.732506044665643,0.813504364482071,0.911797377907705,0.759669732129977,10454,367182,9457,ENSG00000159069.13,ENSG00000159069.13,0.399100419129637,100,,0.0122722230567638,,,25.5352354771269,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f2350d18880> [RTYPES.NILSXP],2,10454,367182,9457,9,136944686,136944687
FBXW8,0.200438964651525,0.375191272709548,0.265158637900913,0.291373986440603,10454,367182,12305,ENSG00000174989.12,ENSG00000174989.12,0.384991590982281,0.291096582701574,0.190538055104515,0.0835363544317045,0.212640983441796,0.749936870830848,78.8149539106075,102.96938954580156,3,10454,367182,12305,12,116910955,116910956
FCER1G,0.763480146487189,0.796108171458672,0.512519409212949,0.8256205387134,10454,367182,1500,ENSG00000158869.10,ENSG00000158869.10,0.218483161395283,0.461342605268304,0.855864881881579,0.0009589087899079,0.0040143510019734,0.717913856471253,29.5747420357028,4.660437059698226,7,10454,367182,1500,1,161215233,161215234
FCGBP,0.10369849384652,0.284809263479304,0.0908699673099667,0.118040468665674,10454,367182,17685,ENSG00000275395.4,ENSG00000275395.4,0.795736167605809,0.118962984744786,0.0406469046501667,0.480436904449225,0.160664348484392,0.0755093899348579,23.4028137778364,6.479469418893546,5,10454,367182,17685,19,39934625,39934626
FCGR2B,0.867077045929135,0.686877141008935,0.179096162786227,0.285563387544181,10454,367182,1517,ENSG00000072694.20,ENSG00000072694.20,0.653908309415614,0.339889589488725,0.161815585986365,0.287606110902629,0.313039092402818,0.274914293287361,41.3616134634287,12.6799027764824,8,10454,367182,1517,1,161663146,161663147
FCGR3B,0.594127270056806,0.548758642930288,0.0672304742354821,0.569520781823261,10454,367182,1516,ENSG00000162747.9,ENSG00000162747.9,0.262029256320354,0.388579927203936,0.426425599432165,0.0726341179068089,0.198992780845166,0.93568517187553,13.5996347939879,4.981619456975992,3,10454,367182,1516,1,161631962,161631963
FCGRT,0.819471392399956,0.564786650855256,0.458429654188134,0.50262923954837,10454,367182,17981,ENSG00000104870.12,ENSG00000104870.12,0.785816959819355,0.87191472395375,0.654498877804834,0.0599566108078751,0.160082294237414,0.723086297270101,14.5423215313475,4.663917469369805,3,10454,367182,17981,19,49512278,49512279
FCHO1,0.474839541155151,0.510829479592345,0.295565155877477,0.261156364149736,10454,367182,17350,ENSG00000130475.14,ENSG00000130475.14,0.848991447847755,0.610737708735522,0.329750492863974,0.119517191966948,0.0036031411749668,0.0029660214915221,18.6814165626566,3.8889176535567658,11,10454,367182,17350,19,17747717,17747718
FCHO2,0.576700846119819,0.603690044181244,0.549723358683595,0.8527652284439,10454,367182,5428,ENSG00000157107.13,ENSG00000157107.13,0.516682159379252,0.746939197489865,0.686369056925219,0.306320672611911,0.022277619828629,0.0104187152874787,29.17782553629,4.153975018978115,2,10454,367182,5428,5,72955980,72955981
FCRL1,0.55466184743036,0.504169206003044,0.762973380112683,0.661524607276347,10454,367182,1425,ENSG00000163534.14,ENSG00000163534.14,0.768953980601426,0.957599929992012,0.98466753697404,0.150631682240485,0.310685496631528,0.601920905768839,16.8295420552772,5.979528505937466,6,10454,367182,1425,1,157820104,157820105
FCRL3,0.39842806566498,0.409270926567322,0.241058167117875,0.495771514374337,10454,367182,1423,ENSG00000160856.20,ENSG00000160856.20,0.564854371840061,0.593326132694625,0.398570317374764,0.148680638962064,0.329042020364012,0.710872317293083,29.4931586993847,2.2878802698780194,5,10454,367182,1423,1,157700856,157700857
FCRL5,0.134416747931527,0.444365437643806,0.0819318971630923,0.124467192752808,10454,367182,1422,ENSG00000143297.18,ENSG00000143297.18,0.0514078103979783,0.149181730307791,0.918677932674755,0.26722866154295,0.138167008732244,0.0986234049738622,50.3813717725042,6.748516095578255,7,10454,367182,1422,1,157552519,157552520
FCRLB,0.349579708525481,0.473222714201081,0.923669936968624,0.379935278297003,10454,367182,1521,ENSG00000162746.14,ENSG00000162746.14,0.355785118859236,0.638198489429645,0.831024323780707,0.0206165505052259,0.0682242682970242,0.916476921362627,12.5124775634386,2.36093286665691,4,10454,367182,1521,1,161721562,161721563
FDX1,0.702185826940434,0.545829327164585,0.700340506829211,0.774169173480034,10454,367182,11199,ENSG00000137714.2,ENSG00000137714.2,0.443318463102319,100,,0.540693924082062,,,11.5511089385218,<rpy2.rinterface_lib.sexp.NULLType object at 0x7fb132a6f8c0> [RTYPES.NILSXP],4,10454,367182,11199,11,110429882,110429883
FEM1C,0.804289692691205,0.529292370624486,0.737717797995081,0.647617189301033,10454,367182,5599,ENSG00000145780.7,ENSG00000145780.7,0.259147761173169,0.35093978414604,0.364888283146433,0.0011647606203398,0.0016151109126928,0.128437426071266,14.2492685881506,2.632594271377644,4,10454,367182,5599,5,115544893,115544894
FERMT2,0.934052077552419,0.619402464279194,0.827084934323438,0.733060600423905,10454,367182,13070,ENSG00000073712.14,ENSG00000073712.14,0.639813046043841,0.292653370088142,0.134615909906579,0.001308617592082,0.0003388964282665,0.0174622644294263,10.9758215531289,3.5467995742266445,3,10454,367182,13070,14,52952434,52952435
FEZ2,0.141050064428163,0.563407156825874,0.96506237323584,0.749362892537501,10454,367182,2258,ENSG00000171055.14,ENSG00000171055.14,0.406306851958101,0.547598876072275,0.473046147907485,0.770426954085331,0.201267798633891,0.0772856929945488,22.8580517161258,4.909559301897249,12,10454,367182,2258,2,36646086,36646087
FFAR4,0.26140667578152,0.450923608644974,0.529824251572236,0.533475937727631,10454,367182,9976,ENSG00000186188.10,ENSG00000186188.10,0.255825084347295,0.524360373909286,0.998410007624695,0.353825870379281,0.385350883713536,0.30608052272978,13.6328432111714,4.018861267912579,3,10454,367182,9976,10,93566664,93566665
FGD2,0.47479930199542,0.520862800468247,0.0164280096542201,0.0134635143572759,10454,367182,6503,ENSG00000146192.14,ENSG00000146192.14,0.656143677630045,0.327851005446182,0.154011489253508,0.859332822422816,0.975131636554043,0.890488534947483,11.1942606614137,3.378504617371583,7,10454,367182,6503,6,37005646,37005647
FGD3,0.355435368934191,0.57476015983532,0.715521124759658,0.832221867578344,10454,367182,9069,ENSG00000127084.17,ENSG00000127084.17,0.620837039894531,0.391756457650801,0.201776271908932,0.771598716405624,0.0226361002391791,0.006196874952827,37.339271829126,20.08030762301619,5,10454,367182,9069,9,92947450,92947451
FGD5-AS1,0.36810756423421,0.472994333996678,0.593690465971301,0.895677415450112,10454,367182,3481,ENSG00000225733.5,ENSG00000225733.5,0.614234250879635,0.770359109004453,0.604850881518065,0.161704173208406,0.248612660454884,0.363576044772527,27.8801378671198,4.029210840489773,4,10454,367182,3481,3,14948423,14948424
FGFR1OP,0.398243273840467,0.796648339708381,0.941132922841763,0.29481660805749,10454,367182,7049,ENSG00000213066.11,ENSG00000213066.11,0.0158737608084906,0.0446254142232323,0.525873832967756,0.362988531022812,0.652705013982064,0.872552045634363,16.2108116600755,6.440599841366054,3,10454,367182,7049,6,166999181,166999182
FGFR4,0.968754872164319,0.601131887253932,0.939966781422564,0.775515762366574,10454,367182,5958,ENSG00000160867.14,ENSG00000160867.14,0.774284667703365,100,,0.0933679084134182,,,11.5984522149232,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f2031545800> [RTYPES.NILSXP],2,10454,367182,5958,5,177086885,177086886
FGFRL1,0.291013118327015,0.327299017749344,0.0814973169299171,0.0799493331096787,10454,367182,4514,ENSG00000127418.14,ENSG00000127418.14,0.969551221993689,0.0843947770773247,0.0261994695473214,0.256764223459508,0.501418104423179,0.758518053640383,11.8704782269204,3.1210497993714252,3,10454,367182,4514,4,1009935,1009936
FGL2,0.449584024026152,0.451063421691014,0.279910340235463,0.25305765290778,10454,367182,7509,ENSG00000127951.6,ENSG00000127951.6,0.880284022391155,0.668847091568822,0.376627773586048,0.79411265624005,0.689598755029313,0.411250550793022,14.0993466859163,3.0961413239969744,3,10454,367182,7509,7,77199847,77199848
FHL3,0.473513791889879,0.539469737354577,0.684891825529835,0.992821468325958,10454,367182,552,ENSG00000183386.9,ENSG00000183386.9,0.173460242447152,0.0806026269771465,0.0743805521955367,0.233131105039959,0.0599904559949093,0.0402935625086694,33.5160613596444,9.832360116970843,9,10454,367182,552,1,38005605,38005606
FIGNL1,0.650574373138626,0.840899490608207,0.218913115682495,0.233799663027548,10454,367182,7369,ENSG00000132436.11,ENSG00000132436.11,0.772000986625283,0.909927701874823,0.746121227872904,0.469269014435225,0.705378351937291,0.676278209699138,20.0090287560716,2.598713879564031,6,10454,367182,7369,7,50450389,50450390
FIS1,0.501929140809035,0.692152746676429,0.682505790842438,0.546690279979405,10454,367182,7656,ENSG00000214253.8,ENSG00000214253.8,0.573381978263484,0.255806540560752,0.120600029859696,0.816993860403245,0.844329857725217,0.593525757039503,14.0431188427073,2.8295959891806186,3,10454,367182,7656,7,101252315,101252316
FKBP15,0.069348633242983,0.168682155419029,0.125270681732727,0.201897613614522,10454,367182,9178,ENSG00000119321.8,ENSG00000119321.8,0.393970974804956,0.69537079349014,0.998374718061631,0.647963046454355,0.310944666024915,0.144648222630561,12.0458147729665,2.524216576543309,12,10454,367182,9178,9,113221360,113221361
FKRP,0.204619447984575,0.411275059979158,0.719238017261461,0.887867013904689,10454,367182,17889,ENSG00000181027.10,ENSG00000181027.10,0.79071374793886,0.946102225828289,0.840735264194834,0.0093619991584962,0.0014605280323556,0.0120365107371612,16.5047447146577,6.661609247118693,6,10454,367182,17889,19,46746045,46746046
FLJ20021,0.304963535302734,0.970362566732307,0.675799473889593,0.940807272518064,10454,367182,4890,ENSG00000254531.1,ENSG00000254531.1,0.536523795654349,0.798324092853415,0.793569355701348,0.582237037916992,0.449639075062627,0.254947597160669,10.1724123254241,3.096617161777654,3,10454,367182,4890,4,101347779,101347780
FLOT1,0.157010759955764,0.387032185684962,0.528105922211891,0.631088807063267,10454,367182,6319,ENSG00000137312.14,ENSG00000137312.14,0.119828335359637,0.278628369705207,0.711988611251184,0.0092902379450953,0.0228962088656684,0.37488341287895,11.6236514704373,4.820335538159003,5,10454,367182,6319,6,30742732,30742733
FLT1P1,0.279089414125285,0.454002967331675,0.0419006245443289,0.720863984015282,10454,367182,3669,ENSG00000229515.1,ENSG00000229515.1,0.105600412755304,0.257439340344776,0.757661512965099,0.558227260398045,0.155275770479465,0.0658993077200773,16.0605535713563,5.356914807611552,5,10454,367182,3669,3,46143676,46143677
FLVCR1,0.312620851969079,0.449647137741932,0.453412347596715,0.45518971959667,10454,367182,1860,ENSG00000162769.12,ENSG00000162769.12,0.83748984191496,0.979182468550813,0.997692564794886,0.722362593285583,0.667959634650403,0.409306540359982,33.1167507828972,5.083111255039674,6,10454,367182,1860,1,212858254,212858255
FLVCR1-AS1,0.610649711684218,0.532462284473532,0.849228289832367,0.917818102178019,10454,367182,1859,ENSG00000198468.7,ENSG00000198468.7,0.736811785168723,0.939921330509807,0.916567156135273,0.122439153801817,0.0628161192162707,0.0759619980456227,67.0256567786078,11.968187944318272,5,10454,367182,1859,1,212858087,212858088
FLYWCH1,0.261084332106676,0.587954501299699,0.965691164968691,0.89348895310898,10454,367182,14352,ENSG00000059122.16,ENSG00000059122.16,0.498508918537461,0.520622295460366,0.35730791816058,0.968464667873413,0.788680910195792,0.491508002907515,68.1733687277236,6.452324452674236,13,10454,367182,14352,16,2911936,2911937
FLYWCH2,0.758742146957347,0.590597293977222,0.719197060952444,0.971220645228291,10454,367182,14351,ENSG00000162076.12,ENSG00000162076.12,0.827701964311728,0.572465507592771,0.301355702366915,0.0439357283034086,0.103074225297026,0.485902644599398,26.3647212106631,4.579265373161733,11,10454,367182,14351,16,2883185,2883186
FMN1,0.36637351070444,0.543023528523265,0.802502617791136,0.817624410999346,10454,367182,13618,ENSG00000248905.8,ENSG00000248905.8,0.831857464240092,0.711363264292384,0.425149837773186,0.188101598418825,0.39993513237963,0.751249787136471,13.9023064466524,2.7258441965089384,16,10454,367182,13618,15,33194732,33194733
FN3K,0.465696980112749,0.51673342170627,0.181082348972985,0.503465947757927,10454,367182,16506,ENSG00000167363.13,ENSG00000167363.13,0.42258868247074,0.641492753378475,0.620739984785559,0.849685616262631,0.309857659340859,0.128762269084365,22.5592747561691,4.591348834516395,7,10454,367182,16506,17,82735574,82735575
FN3KRP,0.660185442277721,0.485318837016805,0.266204744170372,0.753672592339104,10454,367182,16505,ENSG00000141560.14,ENSG00000141560.14,0.27861088913803,0.49065762061058,0.616928495844355,0.432108881081375,0.190913858705156,0.100681520083536,55.9963153892528,3.568678743774262,8,10454,367182,16505,17,82716682,82716683
