gene_name,chr.x,TSS.x,TES.x,pg_adsp,pg_ukb_igap,pg_ukb_eadb,pg_ukb_proxy,adsp_size.x,ukb_size.x,gene_ind.x,ensembl,gene_names,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_fstat,stage1_X2_fstat,num_snps,adsp_size.y,ukb_size.y,gene_ind.y,chr.y,TSS.y,TES.y
FLT1P1,3,46143676,46143677,0.279089414125285,0.0184515476991327,0.0645711287969793,0.336305478190784,10454,367182,3669,ENSG00000229515.1,ENSG00000229515.1,0.105600412755304,0.257439340344776,0.757661512965099,0.558227260398045,0.155275770479465,0.0658993077200773,16.0605535713563,5.356914807611552,5,10454,367182,3669,3,46143676,46143677
FLVCR1,1,212858254,212858255,0.312620851969079,0.736243487888245,0.455370450988255,0.218788479445506,10454,367182,1860,ENSG00000162769.12,ENSG00000162769.12,0.83748984191496,0.979182468550813,0.997692564794886,0.722362593285583,0.667959634650403,0.409306540359982,33.1167507828972,5.083111255039674,6,10454,367182,1860,1,212858254,212858255
FLVCR1-AS1,1,212858087,212858088,0.610649711684218,0.43398233229658,0.848959720353991,0.924140123584248,10454,367182,1859,ENSG00000198468.7,ENSG00000198468.7,0.736811785168723,0.939921330509807,0.916567156135273,0.122439153801817,0.0628161192162707,0.0759619980456227,67.0256567786078,11.968187944318272,5,10454,367182,1859,1,212858087,212858088
FLYWCH1,16,2911936,2911937,0.261084332106676,0.985486807069583,0.947287224214211,0.444840989805311,10454,367182,14352,ENSG00000059122.16,ENSG00000059122.16,0.498508918537461,0.520622295460366,0.35730791816058,0.968464667873413,0.788680910195792,0.491508002907515,68.1733687277236,6.452324452674236,13,10454,367182,14352,16,2911936,2911937
FLYWCH2,16,2883185,2883186,0.758742146957347,0.815538090175254,0.39956892520647,0.78738309648108,10454,367182,14351,ENSG00000162076.12,ENSG00000162076.12,0.827701964311728,0.572465507592771,0.301355702366915,0.0439357283034086,0.103074225297026,0.485902644599398,26.3647212106631,4.579265373161733,11,10454,367182,14351,16,2883185,2883186
FMN1,15,33194732,33194733,0.36637351070444,0.421281948046483,0.88174439112226,0.844667682841638,10454,367182,13618,ENSG00000248905.8,ENSG00000248905.8,0.831857464240092,0.711363264292384,0.425149837773186,0.188101598418825,0.39993513237963,0.751249787136471,13.9023064466524,2.7258441965089384,16,10454,367182,13618,15,33194732,33194733
FN3K,17,82735574,82735575,0.465696980112749,0.814748443440379,0.371516692655553,0.0544890827125191,10454,367182,16506,ENSG00000167363.13,ENSG00000167363.13,0.42258868247074,0.641492753378475,0.620739984785559,0.849685616262631,0.309857659340859,0.128762269084365,22.5592747561691,4.591348834516395,7,10454,367182,16506,17,82735574,82735575
FN3KRP,17,82716682,82716683,0.660185442277721,0.457792800319441,0.0830263226541366,0.774990134134234,10454,367182,16505,ENSG00000141560.14,ENSG00000141560.14,0.27861088913803,0.49065762061058,0.616928495844355,0.432108881081375,0.190913858705156,0.100681520083536,55.9963153892528,3.568678743774262,8,10454,367182,16505,17,82716682,82716683
FNBP1L,1,93448130,93448131,0.085017456622774,1.16795310831086e-05,8.28976317357455e-06,2.62404486397472e-05,10454,367182,909,ENSG00000137942.16,ENSG00000137942.16,0.0465862574447159,0.0070780890416872,0.0147914581426595,0.045318012004309,0.130841529581181,0.805272577400449,16.3533853636667,9.734835878047653,3,10454,367182,909,1,93448130,93448131
FNBP1P1,2,74120679,74120680,0.126991434644378,0.899276973414989,0.922912229282247,0.934275199300289,10454,367182,2490,ENSG00000257800.1,ENSG00000257800.1,0.93102425424889,0.497297945490841,0.238477090410742,0.012625784065533,0.0063694322205434,0.0485255674410617,29.598357064256,10.103994145640478,2,10454,367182,2490,2,74120679,74120680
FOXJ2,12,8032702,8032703,0.0599430981895517,0.998946740206842,0.233675559824838,0.180631156809714,10454,367182,11499,ENSG00000065970.8,ENSG00000065970.8,0.0410280331509604,0.0749436500741589,0.31554275112348,0.836534615754121,0.0921784250806476,0.02971887552051,12.4920763947977,3.925276277083472,9,10454,367182,11499,12,8032702,8032703
FOXRED1,11,126269144,126269145,0.628845131251142,0.169880983231845,0.615564124376881,0.984243267374145,10454,367182,11347,ENSG00000110074.10,ENSG00000110074.10,0.184760813354541,0.0779232329342877,0.0674062577879568,0.25110618213678,0.127349809696708,0.0940004824314846,59.481006154926,12.10384795083589,8,10454,367182,11347,11,126269144,126269145
FOXRED2,22,36507100,36507101,0.304811865972439,0.926446962091096,0.840754253643361,0.389939553158203,10454,367182,19376,ENSG00000100350.14,ENSG00000100350.14,0.688173518594582,0.791410451274947,0.579650284334364,0.183102541294681,0.390076170817269,0.739498380998564,42.2828802182395,26.695102287786906,4,10454,367182,19376,22,36507100,36507101
FPR1,19,51804109,51804110,0.302978008760651,0.209732768910863,0.112403726637677,0.329842110622457,10454,367182,18069,ENSG00000171051.8,ENSG00000171051.8,0.217200723017317,0.231186300584839,0.23567193325678,0.0437196994640819,0.0098281280306339,0.0228791458470352,10.0625687349506,4.11029150080777,8,10454,367182,18069,19,51804109,51804110
FRA10AC1,10,93702571,93702572,0.274526566170179,0.795002926805029,0.646804240753943,0.283807353540238,10454,367182,9978,ENSG00000148690.11,ENSG00000148690.11,0.753160391655976,0.702988569410361,0.436331714727553,0.712683067856262,0.82472778758127,0.61722166719665,26.6423212365546,14.319726010122418,6,10454,367182,9978,10,93702571,93702572
FRAT2,10,97334562,97334563,0.895280618952302,0.770615474490418,0.887238202489677,0.80966114605504,10454,367182,10010,ENSG00000181274.6,ENSG00000181274.6,0.79741725915467,0.914167673918501,0.736093463719584,0.900203749372068,0.402024097792535,0.178897639901496,24.4196153352,2.9373816028229385,3,10454,367182,10010,10,97334562,97334563
FRG1,4,189940787,189940788,0.105426345130733,0.166056988347166,0.340549138272514,0.273609560373542,10454,367182,5165,ENSG00000109536.11,ENSG00000109536.11,0.861000859384424,0.439958079160721,0.204292879327464,0.0531896831852466,0.153817709455449,0.938104950168108,11.2098677186421,6.901988970847875,2,10454,367182,5165,4,189940787,189940788
FRRS1,1,99765792,99765793,0.871665716795635,0.275731914152858,0.920597515159866,0.898822334915097,10454,367182,933,ENSG00000156869.12,ENSG00000156869.12,0.792872078479924,0.907402158034796,0.723264179890954,0.26684362451849,0.0851030178077662,0.0545796650474035,14.5823418638737,3.037093391431287,5,10454,367182,933,1,99765792,99765793
FTCDNL1,2,199851172,199851173,0.723111548735269,0.343363975125332,0.45411848384218,0.972669973619712,10454,367182,3107,ENSG00000226124.6,ENSG00000226124.6,0.695885924508225,0.809323764244579,0.6031174183535,0.0041484001535882,0.0162766181691288,0.892177294697781,16.3078785168652,9.222057323539563,3,10454,367182,3107,2,199851172,199851173
FTSJ3,17,63830011,63830012,0.168221491177695,0.572030944134568,0.187748871296998,0.475712529147486,10454,367182,16184,ENSG00000108592.16,ENSG00000108592.16,0.28084826162127,0.520385698046563,0.704886544283526,0.0459766625643692,0.118726843295185,0.597084596089083,59.0863011003044,8.26173306924032,3,10454,367182,16184,17,63830011,63830012
FUCA1,1,23868293,23868294,0.596833981195976,0.951913590593888,0.874923449878253,0.949982841772185,10454,367182,329,ENSG00000179163.11,ENSG00000179163.11,0.837621170595544,100,,0.942309870800404,,,52.469814975831,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f8028975a00> [RTYPES.NILSXP],3,10454,367182,329,1,23868293,23868294
FURIN,15,90868591,90868592,0.0694168711240116,0.103808113820971,0.122582600068107,0.109989663648737,10454,367182,14132,ENSG00000140564.11,ENSG00000140564.11,0.567296210799295,0.40847007210348,0.226391284263471,0.221504018346636,0.280423044755699,0.305896197527116,11.1683786363069,2.2579926883469765,3,10454,367182,14132,15,90868591,90868592
FXYD5,19,35154729,35154730,0.291425098442035,0.964296338178723,0.140757914541608,0.855806985779199,10454,367182,17529,ENSG00000089327.14,ENSG00000089327.14,0.924486738681758,0.550819663464873,0.276613062703609,0.0514308559675383,0.0835379126968758,0.279252040221697,20.4358680650866,3.633043027342732,6,10454,367182,17529,19,35154729,35154730
FXYD7,19,35143249,35143250,0.254709818010572,0.890891457968888,0.285791055030145,0.158630750462433,10454,367182,17528,ENSG00000221946.7,ENSG00000221946.7,0.24007368912225,0.261552563815663,0.253833174542859,0.391701002970049,0.232259525089035,0.139257672004302,22.9421375338981,3.0310639416330947,4,10454,367182,17528,19,35143249,35143250
FYB,5,39274527,39274528,0.898258897654252,0.52714029440764,0.427966879963256,0.589288498774042,10454,367182,5288,ENSG00000082074.15,ENSG00000082074.15,0.549785112756785,0.804309686795898,0.780228431886892,0.286347436885119,0.490409085227775,0.591301429493142,10.3230814763442,3.7469014035454546,4,10454,367182,5288,5,39274527,39274528
FZD1,7,91264363,91264364,0.573156694270085,0.273097463335481,0.0355209302893092,0.936876191798753,10454,367182,7540,ENSG00000157240.3,ENSG00000157240.3,0.0667843128254972,0.168012695812631,0.648936823901195,0.848076841447137,0.978918912321346,0.938707106323465,12.8254425165323,3.20770425681959,7,10454,367182,7540,7,91264363,91264364
FZD2,17,44557458,44557459,0.0294729035403308,0.248801729353237,0.0976789742642475,0.814596944896891,10454,367182,15941,ENSG00000180340.6,ENSG00000180340.6,0.453825926709773,0.592002686775841,0.485083584926435,0.357000725645106,0.537866911391004,0.531316772821023,13.8748014597966,3.15600724965371,3,10454,367182,15941,17,44557458,44557459
FZD3,8,28494204,28494205,0.649327400243287,0.565049951956381,0.500994237313829,0.31638312895438,10454,367182,8241,ENSG00000104290.10,ENSG00000104290.10,0.580998763266078,0.575966120193977,0.371462434297425,0.741317944603339,0.410583263775583,0.196073891837621,12.4603346102807,7.148737836955032,7,10454,367182,8241,8,28494204,28494205
GAA,17,80101555,80101556,0.505000526665451,0.412623871059965,0.196744474397939,0.830706517231522,10454,367182,16406,ENSG00000171298.12,ENSG00000171298.12,0.822228635395784,0.55806846385218,0.290778058875239,0.262023666417883,0.418523043172335,0.486609610055775,36.150451947134,7.448196101100097,13,10454,367182,16406,17,80101555,80101556
GABBR1,6,29633975,29633976,0.0376066788089049,0.806207951915589,0.596365500806823,0.587145572563636,10454,367182,6260,ENSG00000204681.10,ENSG00000204681.10,0.160477771531311,0.372351776925267,0.937198167479141,0.706709704558064,0.714895837502267,0.466753765206989,10.3724279786775,1.868337726257627,7,10454,367182,6260,6,29633975,29633976
GABPB1-AS1,15,50355408,50355409,0.610785976178714,0.930163290231897,0.360061198714514,0.930599051224789,10454,367182,13784,ENSG00000244879.6,ENSG00000244879.6,0.222458339844252,100,,0.161229102879162,,,28.4582151721554,<rpy2.rinterface_lib.sexp.NULLType object at 0x7fc82e4fa700> [RTYPES.NILSXP],11,10454,367182,13784,15,50355408,50355409
GABPB2,1,151070577,151070578,0.971277714084775,0.703213478291599,0.934685686448894,0.699732865050214,10454,367182,1237,ENSG00000143458.11,ENSG00000143458.11,0.489107692186993,0.602280920959722,0.464273980486273,0.907348574010012,0.282055875917232,0.112570985736258,18.496184599819,7.459177121438668,4,10454,367182,1237,1,151070577,151070578
GAK,4,932372,932373,0.279348297292016,0.504455785442519,0.127712890069807,0.627648507242868,10454,367182,4509,ENSG00000178950.16,ENSG00000178950.16,0.188429227699711,0.376153071344932,0.634705422970341,0.150120098597558,0.202732166113768,0.289765556414153,11.0395625397,2.7119161318511678,7,10454,367182,4509,4,932372,932373
GAL,11,68683778,68683779,0.545319549470239,0.246695470813103,0.480249406330351,0.574896382143992,10454,367182,10971,ENSG00000069482.6,ENSG00000069482.6,0.874347297250585,0.563790085264674,0.289684687177691,0.020564188741973,0.0353456444568782,0.250267135737179,17.928133882217,20.572285148173467,7,10454,367182,10971,11,68683778,68683779
GALK2,15,49155661,49155662,0.398638642474699,0.623393352738819,0.0142796312493606,0.0497809320978604,10454,367182,13775,ENSG00000156958.14,ENSG00000156958.14,0.236148043494125,0.464300442582762,0.717330051752501,0.368305456702693,0.342116319071656,0.24776990567119,11.0356755703952,2.1099980072859825,3,10454,367182,13775,15,49155661,49155662
GALNT4,12,89524805,89524806,0.897000968253949,0.971626507948864,0.856466578764484,0.840453904434341,10454,367182,12106,ENSG00000257594.3,ENSG00000257594.3,0.231689781180164,0.470789611469024,0.782382308946031,0.33529161448592,0.549627151167134,0.604218937294724,11.7961541725313,2.546419746630262,3,10454,367182,12106,12,89524805,89524806
GALNT6,12,51392866,51392867,0.287519433044165,0.285201540157713,0.0862132624371362,0.865259371403443,10454,367182,11824,ENSG00000139629.15,ENSG00000139629.15,0.69680004511422,0.913647783526357,0.865232465780315,0.564117851492826,0.222740142016594,0.102200052267831,16.2198458540236,3.232731192280308,9,10454,367182,11824,12,51392866,51392867
GAPDHP14,21,29222320,29222321,0.207766481690537,0.0633331576592515,0.782237371258265,0.287642707290191,10454,367182,18885,ENSG00000236056.1,ENSG00000236056.1,0.356247913688353,0.112890835998582,0.0609455800790878,0.256430791592552,0.504513625475224,0.776758765389707,10.122248107123,2.8899896218870587,5,10454,367182,18885,21,29222320,29222321
GAPT,5,58491434,58491435,0.938295662446419,0.396708400502519,0.790476311671469,0.3567434309059,10454,367182,5357,ENSG00000175857.8,ENSG00000175857.8,0.395710491371166,0.308413755108027,0.201528837587264,0.478338069687041,0.652338886145767,0.553134071751496,12.6379818911552,7.329148992234977,10,10454,367182,5357,5,58491434,58491435
GAPVD1,9,125261793,125261794,0.506385976533687,0.572762620631811,0.558755700675667,0.382311757071937,10454,367182,9257,ENSG00000165219.21,ENSG00000165219.21,0.33249423892471,0.587240066355344,0.723119721078532,0.812554891435461,0.949902751534722,0.829160935870307,11.9525464691789,6.07248345833857,4,10454,367182,9257,9,125261793,125261794
GAS6-AS1,13,113833491,113833492,0.34317323555425,0.295751002490087,0.728500527117304,0.495764856194318,10454,367182,12795,ENSG00000233695.2,ENSG00000233695.2,0.172648129013653,0.285341169454115,0.420685472141674,0.0354097641666095,0.0492422328393893,0.206370763960023,17.3940869890809,3.9536591469713187,6,10454,367182,12795,13,113833491,113833492
GATAD2A,19,19385825,19385826,0.995346908192241,0.768455161370424,0.78460252363804,0.727443303268086,10454,367182,17401,ENSG00000167491.17,ENSG00000167491.17,0.837898372612857,0.72322157045753,0.436222814396155,0.610344599772536,0.0614590719782882,0.0210930564441684,33.4896887168762,2.479953295851949,2,10454,367182,17401,19,19385825,19385826
GATB,4,151761022,151761023,0.118159186154302,0.925853315828453,0.926395727963608,0.777485874297087,10454,367182,5051,ENSG00000059691.11,ENSG00000059691.11,0.396009358125363,0.268713906274781,0.167213526713512,0.488607511839935,0.786099238853048,0.966595156742533,23.0573064745862,5.1324964695519215,2,10454,367182,5051,4,151761022,151761023
GATC,12,120446437,120446438,0.207358546452825,0.280431553199994,0.108272940069098,0.919337286666221,10454,367182,12334,ENSG00000257218.5,ENSG00000257218.5,0.377574643137506,0.672575961777013,0.90338949439766,0.320910162521742,0.555215328868369,0.661616291732336,11.7454374466755,5.334355993294334,8,10454,367182,12334,12,120446437,120446438
GATSL3,22,30289626,30289627,0.0324925280444448,0.147624163760942,0.115943198885618,0.342917730252167,10454,367182,19311,ENSG00000239282.7,ENSG00000239282.7,0.434468907696854,0.104115159138634,0.0478994600498232,0.0487937999416588,0.134719075613337,0.721879172128177,20.3763419934235,5.399137556162671,9,10454,367182,19311,22,30289626,30289627
GBA2,9,35749227,35749228,0.8608961253366,0.535062491002808,0.275896604081396,0.26750209385578,10454,367182,8904,ENSG00000070610.14,ENSG00000070610.14,0.0522455831089685,0.14771149749161,0.810849954077104,0.957040097561325,0.509431161428652,0.245975556510788,53.5631174324822,4.22944687244742,3,10454,367182,8904,9,35749227,35749228
GBP3,1,89022893,89022894,0.482127902065738,0.117378040549467,0.0911966283355887,0.120632519950444,10454,367182,873,ENSG00000117226.11,ENSG00000117226.11,0.168944227066696,0.0722258716263439,0.0666539611849573,0.348139279995342,0.639895728009428,0.910366521872794,230.703760679824,29.78865772626452,2,10454,367182,873,1,89022893,89022894
GCAT,22,37807904,37807905,0.0703593611270163,0.0757917648226321,0.027800970163575,0.0327639741232517,10454,367182,19406,ENSG00000100116.16,ENSG00000100116.16,0.0584836837002855,0.106957747638886,0.345233478637634,0.090800285760189,0.009352755627677,0.0108847564189652,143.527719476086,12.021052415203881,2,10454,367182,19406,22,37807904,37807905
GCC2,2,108448560,108448561,0.521209130482556,0.396456387049363,0.61040950705663,0.650216587618386,10454,367182,2735,ENSG00000135968.20,ENSG00000135968.20,0.661874104111462,0.908152222917994,0.969723624910935,0.0289163953775801,0.084758894628041,0.686125761798416,43.2664402068337,3.937143435119433,6,10454,367182,2735,2,108448560,108448561
GCDH,19,12891025,12891026,0.194078565857108,0.720890978222044,0.558294023661347,0.877709307946211,10454,367182,17221,ENSG00000105607.12,ENSG00000105607.12,0.600600066370751,100,,0.278492748550132,,,15.5627822702595,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f04184b8800> [RTYPES.NILSXP],2,10454,367182,17221,19,12891025,12891026
GCH1,14,54902851,54902852,0.753943471760527,0.52949583201788,0.402486899046469,0.599885188959383,10454,367182,13078,ENSG00000131979.18,ENSG00000131979.18,0.510360592435364,0.610058663885722,0.456254770824691,0.32626008957261,0.406208177836073,0.359942521616612,79.7505952479938,22.337398126674533,2,10454,367182,13078,14,54902851,54902852
GCM1,6,53148828,53148829,0.893260916247622,0.913674341183168,0.0442011719661664,0.48676614408684,10454,367182,6644,ENSG00000137270.10,ENSG00000137270.10,0.492777588198928,0.788951627929034,0.951712070909746,0.882642435232418,0.251043024657513,0.0977138443300797,13.977512775329,3.5430650429003943,5,10454,367182,6644,6,53148828,53148829
GCSAML-AS1,1,247526751,247526752,0.480060714039604,0.643256190304496,0.815182642094768,0.864761713660945,10454,367182,2050,ENSG00000227135.1,ENSG00000227135.1,0.971353970568468,0.999346490457676,0.996618125275114,0.0041167622300516,0.0057142207996819,0.14748995523339,19.1162533644604,4.941477377566429,4,10454,367182,2050,1,247526751,247526752
GDI2,10,5842131,5842132,0.815730267547992,0.892418181759231,0.983472171215268,0.90797121758406,10454,367182,9528,ENSG00000057608.16,ENSG00000057608.16,0.529830279013585,0.356546845831068,0.196553288498991,0.363891231740908,0.0622282027729044,0.029650032154013,28.3704734263434,8.138972161586354,7,10454,367182,9528,10,5842131,5842132
GDPD3,16,30113855,30113856,0.409294187781117,0.643747796784115,0.265697282230658,0.501378784206206,10454,367182,14688,ENSG00000102886.14,ENSG00000102886.14,0.71640908467243,0.148111123405685,0.0548231935714664,0.502323351960357,0.121375140306212,0.0522511400824754,22.4855493387724,9.784074050789844,2,10454,367182,14688,16,30113855,30113856
GDPD5,11,75525902,75525903,0.721615667526464,0.353289806681934,0.153533118579541,0.853562491989372,10454,367182,11053,ENSG00000158555.14,ENSG00000158555.14,0.130732287770823,0.231884428152846,0.423955792073537,0.052435287218538,0.0279481937449779,0.0654745174631226,13.7078265253122,4.743763384656178,5,10454,367182,11053,11,75525902,75525903
GEMIN7,19,45079194,45079195,0.251346645937992,0.0382194105509763,0.400701376582759,0.86793516997185,10454,367182,17838,ENSG00000142252.10,ENSG00000142252.10,0.747337092323889,0.0892652923972811,0.0296705161124435,0.0186377324053028,5.20829294680161e-05,0.0001652337358083,19.8958540233414,2.8924171415107645,2,10454,367182,17838,19,45079194,45079195
GFM1,3,158644277,158644278,0.35864142541307,0.286243660266265,0.231567097193156,0.873098698833556,10454,367182,4281,ENSG00000168827.14,ENSG00000168827.14,0.670819420250232,0.271156846003646,0.119081278706319,0.27765107176804,0.54554715624213,0.85502740602136,15.4120379484797,6.974214603540166,3,10454,367182,4281,3,158644277,158644278
GFPT1,2,69387253,69387254,0.699378584334867,0.506328325750098,0.859164629572197,0.656817759839911,10454,367182,2440,ENSG00000198380.12,ENSG00000198380.12,0.447497556821871,100,,0.316476640652015,,,35.3577369937265,<rpy2.rinterface_lib.sexp.NULLType object at 0x7fbf09594840> [RTYPES.NILSXP],2,10454,367182,2440,2,69387253,69387254
GGA1,22,37608474,37608475,0.0551279220126812,0.0785481440125634,0.607254763080235,0.579765513300383,10454,367182,19398,ENSG00000100083.18,ENSG00000100083.18,0.607669879704534,0.870510878820888,0.906552431900924,0.382162139707921,0.0446423278245774,0.0195190603685552,15.8388569906605,4.410091924510738,8,10454,367182,19398,22,37608474,37608475
GGA3,17,75261672,75261673,0.433311580564462,0.857161395235318,0.627806655109582,0.977512194037041,10454,367182,16301,ENSG00000125447.16,ENSG00000125447.16,0.406541447472512,0.708043502768159,0.967695143808253,0.25849368235274,0.481300993765204,0.666502963116694,13.4408699611423,1.9002038596150466,4,10454,367182,16301,17,75261672,75261673
GGCT,7,30504843,30504844,0.608706450905983,0.7374324274768,0.842655009170462,0.299633804805611,10454,367182,7247,ENSG00000006625.17,ENSG00000006625.17,0.400672546822465,100,,0.451392281436661,,,11.0123462499211,<rpy2.rinterface_lib.sexp.NULLType object at 0x7fb09d8de880> [RTYPES.NILSXP],3,10454,367182,7247,7,30504843,30504844
GGCX,2,85561546,85561547,0.815903372312933,0.704565790202446,0.252005148140646,0.600578501170914,10454,367182,2542,ENSG00000115486.11,ENSG00000115486.11,0.233244681647755,0.415455119616763,0.562235362067485,0.751249287439741,0.883534172791417,0.701258180222115,40.5343216007099,12.935248009868417,7,10454,367182,2542,2,85561546,85561547
GGH,8,63039170,63039171,0.256656217328924,0.231205029233924,0.161068134530133,0.0574649854944906,10454,367182,8376,ENSG00000137563.11,ENSG00000137563.11,0.0976428665678261,0.119940871330361,0.220987892337759,0.282033550365985,0.223100969743038,0.174600194604889,16.9019295283027,5.707943997488539,4,10454,367182,8376,8,63039170,63039171
GGNBP2,17,36544887,36544888,0.545760758308927,0.440588840907664,0.521528413973959,0.704723397663859,10454,367182,15760,ENSG00000278311.4,ENSG00000278311.4,0.370006572768817,100,,0.490212721256614,,,31.3163908938718,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f5758bf2680> [RTYPES.NILSXP],3,10454,367182,15760,17,36544887,36544888
GGPS1,1,235327487,235327488,0.348109214462766,0.400471247225365,0.172830498810719,0.253615385676303,10454,367182,1993,ENSG00000152904.11,ENSG00000152904.11,0.140468011511776,100,,0.0837648686066067,,,25.183612595679,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f688bb8a800> [RTYPES.NILSXP],2,10454,367182,1993,1,235327487,235327488
GGTA1P,9,121500026,121500027,0.719896439402885,0.778736255862771,0.249752784169633,0.50329716310105,10454,367182,9224,ENSG00000204136.10,ENSG00000204136.10,0.975158419760463,0.920804574285373,0.685466215070808,0.02764849068365,0.0697238285626301,0.489975812701257,66.9909493118808,19.082468639289633,7,10454,367182,9224,9,121500026,121500027
GHRLOS,3,10287944,10287945,0.635314767694288,0.833516193052164,0.924360412132192,0.705124994122004,10454,367182,3449,ENSG00000240288.7,ENSG00000240288.7,0.862717984597752,0.840154648536821,0.57255565289444,0.797986790299734,0.0447602764323925,0.0131609310000449,17.3996705262417,4.744907308984396,5,10454,367182,3449,3,10287944,10287945
GIGYF1,7,100689447,100689448,0.741013743078509,0.565573385249634,0.133151363090713,0.50377339091031,10454,367182,7641,ENSG00000146830.9,ENSG00000146830.9,0.338785422454443,0.159404050185066,0.0967984294682179,0.257003678408427,0.288681274032857,0.273314003550856,22.5625636800285,6.122425994104037,5,10454,367182,7641,7,100689447,100689448
GIMAP4,7,150567276,150567277,0.721207264359685,0.504061764221597,0.0520056250035222,0.75986606051722,10454,367182,8014,ENSG00000133574.9,ENSG00000133574.9,0.827844021310634,0.924766591470841,0.741133672666174,0.037599974326922,0.0199961981806348,0.0613169705297836,16.8705483264746,1.808051611133316,5,10454,367182,8014,7,150567276,150567277
GINM1,6,149566293,149566294,0.102198813266586,0.913952533365539,0.854308551575266,0.738535865741566,10454,367182,6964,ENSG00000055211.12,ENSG00000055211.12,0.457357743543527,0.39333475416459,0.251708015175818,0.369381798948403,0.668287374575029,0.98546334793264,13.5987625923489,5.343820652763875,3,10454,367182,6964,6,149566293,149566294
GIPC3,19,3585552,3585553,0.602367872085172,0.150726842297179,0.0066803158222794,0.0122485169545315,10454,367182,16934,ENSG00000179855.5,ENSG00000179855.5,0.0361891234486767,0.111362069062327,0.964541938994924,0.636134004944297,0.873690138136092,0.829766879837799,11.07829245065,5.064503178209513,6,10454,367182,16934,19,3585552,3585553
GIT1,17,29594053,29594054,0.962012107398419,0.663108577810981,0.454730510944164,0.301006382998313,10454,367182,15651,ENSG00000108262.15,ENSG00000108262.15,0.666559967917963,0.0578658657603612,0.0188718896143691,0.0019929329231673,0.0051676675438073,0.323524198581768,27.3302787578685,1.9904791251365657,3,10454,367182,15651,17,29594053,29594054
GK5,3,142225606,142225607,0.836323163157062,0.14128017130138,0.358729827786739,0.218923264003637,10454,367182,4196,ENSG00000175066.15,ENSG00000175066.15,0.105223633398572,0.192050436042732,0.411120736945378,0.0596078955314075,0.0194155696958821,0.0373342662595719,14.8982495642515,3.307221295778097,2,10454,367182,4196,3,142225606,142225607
GLB1L,2,219245453,219245454,0.793387521948956,0.24005388145979,0.105643851314436,0.0161222837883362,10454,367182,3244,ENSG00000163521.15,ENSG00000163521.15,0.448069668430226,0.262479407741571,0.147341329524159,0.304024010249987,0.533750910359125,0.65537272244377,57.9167154221662,18.300990884670387,5,10454,367182,3244,2,219245453,219245454
GLCE,15,69160583,69160584,0.865678873179208,0.39894336540896,0.85376650992204,0.77307107432411,10454,367182,13930,ENSG00000138604.9,ENSG00000138604.9,0.822703004513973,0.946144518622506,0.805688295955853,0.0033900274783394,0.0014454996449513,0.0340154958355336,14.6183888196574,12.640262486713244,3,10454,367182,13930,15,69160583,69160584
GLI4,8,143267432,143267433,0.408947307737034,0.125551022891651,0.151603403528074,0.366090125564877,10454,367182,8678,ENSG00000250571.6,ENSG00000250571.6,0.123062639160834,100,,0.0384165506801605,,,12.4557342121366,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f330600b880> [RTYPES.NILSXP],3,10454,367182,8678,8,143267432,143267433
GLIPR1,12,75480679,75480680,0.095609480445021,0.0473059556880406,0.98441975788251,0.00674280592161003,10454,367182,12077,ENSG00000139278.9,ENSG00000139278.9,0.681110038169438,0.902650822707096,0.849584958673661,0.659669321068707,0.64384813510148,0.407303248262692,24.931386697901,4.117359614915664,4,10454,367182,12077,12,75480679,75480680
GLMP,1,156295688,156295689,0.825043995044325,0.887529477753549,0.840647407061348,0.962593122295879,10454,367182,1396,ENSG00000198715.11,ENSG00000198715.11,0.952553167671691,0.503746877356326,0.242197617879421,0.39436048909228,0.681026839344334,0.83600157061928,108.7170187654,3.1836760035313265,8,10454,367182,1396,1,156295688,156295689
GLTP,12,109880487,109880488,0.614546637293121,0.526667183796676,0.985700183236684,0.870555938327632,10454,367182,12242,ENSG00000139433.9,ENSG00000139433.9,0.575523541456624,100,,0.795064944768923,,,11.0073734382197,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f66d66b1740> [RTYPES.NILSXP],2,10454,367182,12242,12,109880487,109880488
GLTSCR1,19,47609122,47609123,0.630957370696948,0.608884268223314,0.0814302803137693,0.382948065492983,10454,367182,17913,ENSG00000063169.10,ENSG00000063169.10,0.681586620191113,0.204457438404695,0.0829409127197697,0.447110626281655,0.0462597264309386,0.0182812598118576,14.6174238759712,3.2316504619589064,2,10454,367182,17913,19,47609122,47609123
GLTSCR2,19,47745521,47745522,0.751680173188835,0.390632684114513,0.277358606740592,0.330649470129518,10454,367182,17915,ENSG00000105373.18,ENSG00000105373.18,0.734446341177951,0.922070126195862,0.828003513218351,0.632248938356011,0.0383132297074537,0.0121086639513297,12.8195211061153,2.4978303945403013,12,10454,367182,17915,19,47745521,47745522
