gene_name,pg_adsp,pnl_adsp,pg_ukb,pnl_ukb,adsp_size.x,ukb_size.x,gene_ind.x,ensembl,gene_names,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_r2,stage1_X2_f2,num_snps_original,num_snps_common,adsp_size.y,ukb_size.y,gene_ind.y,chr,TSS,TES
DDX1,0.956377065859151,0.717658705781325,0.54123245392083,0.985045928652774,10454,367182,498,ENSG00000079785.14,ENSG00000079785.14,0.480896484132439,0.290182857505311,0.159644782706185,0.832601060483585,0.296289335322831,0.122257568182137,0.084671671250096,0.00170884032690988,2279,1060,10454,367182,497,2,15591177,15591178
DDX11,0.132506089974952,0.470600305797834,0.791152234218462,0.927257489586472,10454,367182,111,ENSG00000013573.16,ENSG00000013573.16,0.426613335936338,100,100,0.150553771376574,100,100,0.702958782392939,0.00120148921286319,2417,1168,10454,367182,110,12,31073847,31073848
DDX11L2,0.109441562684645,0.44472370457666,0.00167386741136544,0.204166974951599,10454,367182,6939,ENSG00000236397.3,ENSG00000236397.3,0.00029439262305906,100,100,0.0663500666201827,100,100,0.47240699385102,0.00899121965955056,2115,954,10454,367182,6938,2,113601260,113601261
DDX12P,0.261808496114181,0.544167697755393,0.119165120061882,0.119089847472086,10454,367182,6065,ENSG00000214826.5,ENSG00000214826.5,0.998380426299796,100,100,0.0188968926086435,100,100,0.0450341893654549,0.0114614492277147,2416,1221,10454,367182,6064,12,9448228,9448229
DDX18,0.998601202310212,0.87485116754753,0.847883019987334,0.905777712503855,10454,367182,592,ENSG00000088205.12,ENSG00000088205.12,0.648278465397874,100,100,0.206465614081091,100,100,0.0767149941360511,0.00662226584528991,2483,1139,10454,367182,591,2,117814649,117814650
DDX19B,0.711097973242061,0.43297161546929,0.0365690654528594,0.162527941624835,10454,367182,3407,ENSG00000157349.16,ENSG00000157349.16,0.212564332287031,100,100,0.0250814260082177,100,100,0.0204467298532238,0.000192694090318097,1337,532,10454,367182,3406,16,70289662,70289663
DDX25,0.418599820609624,0.536128288171874,0.906131257874078,0.67159688580515,10454,367182,1280,ENSG00000109832.13,ENSG00000109832.13,0.746528589504487,0.823355425994908,0.593925933776256,0.522512934239651,0.543400817611479,0.367858643584929,0.107487877910907,0.0336046568711762,2521,1449,10454,367182,1279,11,125903369,125903370
DDX31,0.534088576081375,0.714767213569442,0.733327245493592,0.988001387678501,10454,367182,1933,ENSG00000125485.17,ENSG00000125485.17,0.134969596751058,100,100,0.159690344179733,100,100,0.0307585461391529,0.0148529069038036,2104,1025,10454,367182,1932,9,132670033,132670034
DDX39A,0.590856727363547,0.53947252523793,0.335802790675932,0.341724973370164,10454,367182,1847,ENSG00000123136.14,ENSG00000123136.14,0.972367886145263,0.926519385354213,0.697169108901852,0.620964306131788,0.0408043553608824,0.0131158950401785,0.0112458520809402,0.000456472830651704,2191,1125,10454,367182,1846,19,14419382,14419383
DDX42,0.811757445115866,0.668878309836,0.933498270333546,0.767449722354112,10454,367182,5636,ENSG00000198231.12,ENSG00000198231.12,0.306509908825569,100,100,0.28880163984548,100,100,0.30685589432992,0.0106838628617088,1256,496,10454,367182,5635,17,63773775,63773776
DDX43,0.583047905126301,0.560359958785196,0.459703923897653,0.569436706381394,10454,367182,503,ENSG00000080007.7,ENSG00000080007.7,0.283120976200663,0.25015624747319,0.203193686252431,0.0471248258078555,0.00724891608801314,0.0150305981240325,0.0124071707538999,0.00857025846425322,1966,889,10454,367182,502,6,73395133,73395134
DDX5,0.311025168225988,0.40119250178285,0.71144724182369,0.335945768563711,10454,367182,1232,ENSG00000108654.13,ENSG00000108654.13,0.604357559935097,100,100,0.516570423498119,100,100,0.0402757374005312,0.00288206394267882,1017,334,10454,367182,1231,17,64508198,64508199
DDX50P1,0.826675254432629,0.878323436056282,0.596351232948642,0.999999999999994,10454,367182,6544,ENSG00000229816.1,ENSG00000229816.1,0.541396062510015,100,100,0.17042471272247,100,100,0.0179065380644744,0.0028985671081772,1062,671,10454,367182,6543,2,32201599,32201600
DDX51,0.03836820675014,0.106694810921443,0.0920907918900615,0.096838587509077,10454,367182,5161,ENSG00000185163.9,ENSG00000185163.9,0.77561763725353,0.282870281095713,0.117961819072225,0.119296339367437,0.0281416783247408,0.0299097992890529,0.0443822451482632,0.0142557809229205,2287,1019,10454,367182,5160,12,132144334,132144335
DDX52,0.633485294816759,0.452253155057265,0.438315281283122,0.224262494273461,10454,367182,8904,ENSG00000278053.4,ENSG00000278053.4,0.0441655123113729,100,100,0.123975478130868,100,100,0.0105136261237181,0.0062272128599041,1165,314,10454,367182,8903,17,37642307,37642308
DDX55,0.718008724847912,0.826128207500841,0.873641002757935,0.513806479027899,10454,367182,1342,ENSG00000111364.15,ENSG00000111364.15,0.632709030514267,0.879169358886826,0.864410147244284,0.0267067744581916,0.0061256915349932,0.0215611108052034,0.0985393310052518,0.0521425333473557,1716,802,10454,367182,1341,12,123602098,123602099
DDX60L,0.559702161842926,0.525236385977933,0.134598297760935,0.877200712372115,10454,367182,4920,ENSG00000181381.13,ENSG00000181381.13,0.136347567936602,0.272549021820621,0.536930448542834,0.5725928647385,0.604885906843043,0.407163806677561,0.0261885745577388,0.0026700518379533,2114,1069,10454,367182,4919,4,168537785,168537786
DECR1,0.744921301197721,0.946186903845641,0.099305004304771,0.950440987605897,10454,367182,995,ENSG00000104325.6,ENSG00000104325.6,0.0897898746358177,100,100,0.97906184659992,100,100,0.0223758750107482,0.0103168340876805,1780,594,10454,367182,994,8,90001404,90001405
DECR2,0.732908747500905,0.564006802417455,0.878886543218446,0.881674059863218,10454,367182,7165,ENSG00000242612.6,ENSG00000242612.6,0.980882547993659,100,100,0.00640057715347734,100,100,0.290892877696911,0.00310471347270637,2093,808,10454,367182,7164,16,401825,401826
DEF8,0.754157812998653,0.574847611569066,0.517452506179151,0.468081201579846,10454,367182,2710,ENSG00000140995.16,ENSG00000140995.16,0.772840632825176,0.95809587752986,0.961804175438039,0.549586805325023,0.0892836834744614,0.0344181717522173,0.0767084049015231,0.00383043699900734,1996,697,10454,367182,2709,16,89947924,89947925
DEFB109P3,0.70267750308494,0.361665975791479,0.0222005971260178,0.908066259326987,10454,367182,7609,ENSG00000254866.2,ENSG00000254866.2,0.0345668663517334,0.0274875352723506,0.0989934609446887,0.535724761118539,0.759217957331195,0.682422273176854,0.109818061118415,0,2105,522,10454,367182,7608,8,12151133,12151134
DEGS2,0.117823548194902,0.379019838913179,0.6297795445939,0.575132817893892,10454,367182,4160,ENSG00000168350.7,ENSG00000168350.7,0.439332732842521,0.740694529010147,0.961436008716936,0.663891133541525,0.575676005670282,0.33863601795444,0.0138628962780876,0.00389472311216566,1670,658,10454,367182,4159,14,100160162,100160163
DENND2A,0.800055822306829,0.756116168337576,0.846204639645956,0.91622277315022,10454,367182,3015,ENSG00000146966.12,ENSG00000146966.12,0.626988926301257,0.788676969632185,0.625196899040859,0.466434489755586,0.761467646732642,0.90380639546641,0.0269421735016457,0.00193864727421241,1868,842,10454,367182,3014,7,140641484,140641485
DENND4A,0.603578440651082,0.551945584387242,0.242522392083691,0.903981923193634,10454,367182,4536,ENSG00000174485.15,ENSG00000174485.15,0.19483308428553,100,100,0.997607387968502,100,100,0.0203833036708917,0.000430846577348277,1904,982,10454,367182,4535,15,65792292,65792293
DENND4B,0.099567584282645,0.289258523994615,0.815271170118061,0.742554739518018,10454,367182,5691,ENSG00000198837.9,ENSG00000198837.9,0.605152699881605,100,100,0.444920067423056,100,100,0.0960247194997117,5.75624362083213e-05,1360,632,10454,367182,5690,1,153946695,153946696
DENND6B,0.173144941327334,0.615853602044856,0.0713142039796946,0.226505105378881,10454,367182,5867,ENSG00000205593.11,ENSG00000205593.11,0.00298755343289908,0.00837549187588157,0.386405749179602,0.784269989355726,0.684981221242147,0.408973427860795,0.192812212140304,0.00567399864403158,2597,1239,10454,367182,5866,22,50327059,50327060
DERL3,0.639487536282879,0.540520423636183,0.947312681777183,0.927820980134999,10454,367182,741,ENSG00000099958.14,ENSG00000099958.14,0.986189176735585,100,100,0.272607976933316,100,100,0.0564122775280685,0.0171042343785046,2501,1070,10454,367182,740,22,23839011,23839012
DFFA,0.676889885194284,0.779607281717782,0.157815250768449,0.960841867917491,10454,367182,3511,ENSG00000160049.11,ENSG00000160049.11,0.426275307923798,100,100,0.416740034392081,100,100,0.0192030477063629,0.000994037269536435,1529,689,10454,367182,3510,1,10472525,10472526
DFFB,0.854860688322774,0.703710984227895,0.891320242446111,0.860990114201165,10454,367182,4239,ENSG00000169598.15,ENSG00000169598.15,0.819928570801418,100,100,0.174694396194653,100,100,0.0499021024064734,0.00269219444792538,3069,1372,10454,367182,4238,1,3857266,3857267
DFNA5,0.991738199442202,0.530209866998408,0.802969681313756,0.822117756727055,10454,367182,1112,ENSG00000105928.13,ENSG00000105928.13,0.518677873351973,100,100,0.101813034368407,100,100,0.226297817285041,0.010343848419506,2605,1295,10454,367182,1111,7,24758112,24758113
DGAT1,0.0649571525120807,0.356168825518814,0.167122988029148,0.0520013011615751,10454,367182,5149,ENSG00000185000.11,ENSG00000185000.11,0.195742146214354,100,100,6.1518210030425e-07,100,100,0.0115462573126758,0.00975246958608682,1135,348,10454,367182,5148,8,144326909,144326910
DGCR10,0.0945795188706602,0.358547849828617,0.360569584505063,0.286909175860593,10454,367182,8641,ENSG00000273164.1,ENSG00000273164.1,0.0917372996760121,0.223833856017452,0.698334002469018,0.731653530257475,0.051773456546289,0.0159884051544186,0.335564568938956,6.76492887737383e-05,1316,665,10454,367182,8640,22,19023055,19023056
DGCR11,0.198507669106235,0.547250953426334,0.208633563261157,0.575382861310416,10454,367182,8664,ENSG00000273311.1,ENSG00000273311.1,0.0560079826864379,0.144674465067728,0.642966894115692,0.550793906272422,0.832354957572249,0.916107110042797,0.109182143352487,0.00844485521464747,1369,695,10454,367182,8663,22,19048374,19048375
DGCR14,0.962867995307908,0.767232400142737,0.539421412549065,0.978145373741082,10454,367182,759,ENSG00000100056.11,ENSG00000100056.11,0.440978770047551,0.732425157024367,0.864591904221131,0.212986902649291,0.208206791835198,0.207692215857786,0.0358124504448245,0.0394451176328646,1635,857,10454,367182,758,22,19144683,19144684
DGCR2,0.100593142821777,0.505347661540687,0.568021075915305,0.381949973101951,10454,367182,388,ENSG00000070413.19,ENSG00000070413.19,0.0530874717641874,100,100,0.0411150766806099,100,100,0.211630037734486,0.0108716917696941,1589,829,10454,367182,387,22,19122453,19122454
DGCR5,0.364077784989128,0.883344632833625,0.700952208368756,0.978015380993316,10454,367182,6997,ENSG00000237517.9,ENSG00000237517.9,0.716200977032515,100,100,0.778007596523901,100,100,0.178898047319905,0.00258290853112615,1240,635,10454,367182,6996,22,18970513,18970514
DGCR6,0.202529602127887,0.363243704239838,0.692127694873944,0.592155048882512,10454,367182,5053,ENSG00000183628.12,ENSG00000183628.12,0.706801396803908,100,100,0.786398661007303,100,100,0.0819156711028283,0.00854150045284388,1150,599,10454,367182,5052,22,18906027,18906028
DGCR8,0.838818204213363,0.787375799332462,0.69813442568732,0.990479083115094,10454,367182,2034,ENSG00000128191.15,ENSG00000128191.15,0.491898509381076,100,100,0.0525299546657787,100,100,0.014921781776127,0.02978708515744,2500,1253,10454,367182,2033,22,20080231,20080232
DGCR9,0.561199473037613,0.408624586506338,0.0530936774637316,0.181361600633131,10454,367182,8620,ENSG00000273032.1,ENSG00000273032.1,0.300009947508934,100,100,0.938813795733696,100,100,0.17946002362616,0.00389580210856842,1305,661,10454,367182,8619,22,19017833,19017834
DGKQ,0.527062203518248,0.539150654093081,0.851597065495844,0.502644544914958,10454,367182,2923,ENSG00000145214.13,ENSG00000145214.13,0.261110504399904,100,100,0.983146171331494,100,100,0.0827631755644055,0.000272849171217585,2338,793,10454,367182,2922,4,986894,986895
DHCR24,0.583064384590751,0.642369009907111,0.814925384724918,0.895399726787922,10454,367182,1568,ENSG00000116133.11,ENSG00000116133.11,0.540663820736381,100,100,0.692865439531724,100,100,0.0611920118868708,0.00701993815132094,2532,1156,10454,367182,1567,1,54887217,54887218
DHFR,0.130950229325622,0.260225365982985,0.215261467549181,0.228801307397598,10454,367182,6497,ENSG00000228716.6,ENSG00000228716.6,0.691850521253019,100,100,0.498483516717742,100,100,0.423853838866392,8.16029576313003e-05,2623,1428,10454,367182,6496,5,80654982,80654983
DHFR2,0.543806590917531,0.435059598657679,0.826982205378474,0.668549020254908,10454,367182,4783,ENSG00000178700.7,ENSG00000178700.7,0.285475528618165,100,100,0.317110479681155,100,100,0.0219827428305558,0.000967812645599009,1216,623,10454,367182,4782,3,94063388,94063389
DHODH,0.868847680612401,0.656808837285154,0.966396049193373,0.898812724536198,10454,367182,920,ENSG00000102967.11,ENSG00000102967.11,0.848524379181014,100,100,0.265518583617645,100,100,0.126708636586436,0.0157604247603013,1671,642,10454,367182,919,16,72008587,72008588
DHRS1,0.841446910185992,0.653782739919524,0.0999449193050696,0.133947511543349,10454,367182,3408,ENSG00000157379.13,ENSG00000157379.13,0.0268809862453882,0.0701418822021738,0.518816187848103,0.56868805644788,0.212890441229612,0.096102024159606,0.0971968291503193,0.0140763257258966,2294,693,10454,367182,3407,14,24299832,24299833
DHRS11,0.399960527521252,0.46444310061653,0.0368190726940313,0.466158506617184,10454,367182,8927,ENSG00000278535.4,ENSG00000278535.4,0.0457272580120887,100,100,0.840390755643448,100,100,0.328601385986218,0.0032429225283667,1623,384,10454,367182,8926,17,36591797,36591798
DHRS3,0.985815808397685,0.626140438294201,0.241387617714109,0.975896967984727,10454,367182,3627,ENSG00000162496.8,ENSG00000162496.8,0.163160834451166,0.364439919918112,0.785327615406781,0.510530057237428,0.616125830398687,0.464250520853378,0.0137085499786458,0.000614383402144922,1332,301,10454,367182,3626,1,12617730,12617731
DHRS4,0.212235697171922,0.36666043672076,0.845092511315945,0.839371417316582,10454,367182,3406,ENSG00000157326.18,ENSG00000157326.18,0.994888554556333,100,100,0.216243675715135,100,100,0.0153824820859433,4.61231243929379e-05,2013,654,10454,367182,3405,14,23955034,23955035
DHRS4L1,0.740347720053709,0.592590093993514,0.845174678574112,0.877063621910789,10454,367182,6321,ENSG00000225766.9,ENSG00000225766.9,0.726003404858769,0.499492165949809,0.260620281676753,0.278789251329751,0.548217684818811,0.864353340668674,0.0304041421204176,0.000650510730512851,2232,658,10454,367182,6320,14,24036452,24036453
DHRS4L2,0.278251251468536,0.441702577920547,0.39995737323932,0.357639324218752,10454,367182,5307,ENSG00000187630.15,ENSG00000187630.15,0.797517343827153,0.907584099256322,0.720398361930514,0.549817568828239,0.15648953823964,0.0671281399198354,0.141854081671035,0.0838408542964711,2070,648,10454,367182,5306,14,23969873,23969874
DHRS7C,0.901139852426896,0.567090971188622,0.997665047209161,0.747779680347498,10454,367182,5116,ENSG00000184544.11,ENSG00000184544.11,0.44401912972614,100,100,0.439801449884951,100,100,0.0310365280868102,0.0119242617277666,2732,1277,10454,367182,5115,17,9791296,9791297
DHX34,0.305533246790831,0.466368202617525,0.964962332000542,0.711589511772299,10454,367182,2331,ENSG00000134815.18,ENSG00000134815.18,0.726623730163543,100,100,0.994823925131797,100,100,0.148533822533187,0.00503023100414857,1684,767,10454,367182,2330,19,47349280,47349281
DHX35,0.175697358798338,0.792302257995299,0.875194891738623,0.294249877437623,10454,367182,891,ENSG00000101452.14,ENSG00000101452.14,0.00583627308610415,100,100,0.183038035338007,100,100,0.0285249220861604,0.000472383421107571,1766,884,10454,367182,890,20,38962298,38962299
DHX40,0.381966632333112,0.432963358671684,0.327021424133968,0.851896432160525,10454,367182,1215,ENSG00000108406.9,ENSG00000108406.9,0.298882462935023,100,100,0.0701952963432022,100,100,0.0102838124855186,0.00119476107105177,1168,495,10454,367182,1214,17,59565524,59565525
DIAPH3,0.587290682479338,0.505104157274125,0.154251247513755,0.161420365403556,10454,367182,2653,ENSG00000139734.17,ENSG00000139734.17,0.686241722455302,0.520696043250455,0.285241360843625,0.607454512573069,0.362861470262267,0.18418010759608,0.0244182819974559,0.00572063411548349,1807,1139,10454,367182,2652,13,60163986,60163987
DIDO1,0.699416031588663,0.808365496252542,0.67682648017847,0.806894759293033,10454,367182,864,ENSG00000101191.16,ENSG00000101191.16,0.528715560637162,100,100,0.387579596487885,100,100,0.0157543452601056,0.00651308306865351,3056,1572,10454,367182,863,20,62937951,62937952
DIO3OS,0.217648405258323,0.580732452716363,0.298002657915573,0.725814874752499,10454,367182,7767,ENSG00000258498.8,ENSG00000258498.8,0.33016527555497,0.619259433638864,0.919329361552032,0.00389724054938814,0.0148029465136126,0.758179040571734,0.0150761108737409,0.00711875964986065,2180,1092,10454,367182,7766,14,101560430,101560431
DIP2B,0.77609236380972,0.473237082359467,0.202554962659086,0.68715361715797,10454,367182,345,ENSG00000066084.12,ENSG00000066084.12,0.179040107461683,0.362568260250508,0.636320351801393,0.381550437600939,0.419330116376267,0.32405925782441,0.0603516395059856,3.05513443630041e-05,1312,714,10454,367182,344,12,50505106,50505107
DIRAS1,0.872071188065742,0.598505671217814,0.199918359690262,0.178596379724819,10454,367182,4654,ENSG00000176490.4,ENSG00000176490.4,0.742247380323964,100,100,0.741848122430087,100,100,0.0125925754347313,0.000962153616850733,3091,1281,10454,367182,4653,19,2721417,2721418
DIRC2,0.399048333736896,0.473372295057371,0.47802255465724,0.683350118729198,10454,367182,2585,ENSG00000138463.8,ENSG00000138463.8,0.558519775082109,100,100,0.0301556139926412,100,100,0.0154640624540974,0.00210010191830313,2236,1087,10454,367182,2584,3,122794794,122794795
DIS3L,0.619283593037479,0.517106110667323,0.596997413263156,0.924680725922789,10454,367182,4046,ENSG00000166938.12,ENSG00000166938.12,0.897610076376024,100,100,0.260138154514502,100,100,0.181715404603387,0.000475970981295149,2338,1344,10454,367182,4045,15,66293216,66293217
DISC1,0.987712946239342,0.562783711562772,0.327226659019221,0.840519058265186,10454,367182,3668,ENSG00000162946.21,ENSG00000162946.21,0.227934605063861,100,100,0.80981843275207,100,100,0.0602366988739174,0.000741526010148959,1853,881,10454,367182,3667,1,231626814,231626815
DISP2,0.447597083066569,0.508854277071024,0.929865362528617,0.921769324483932,10454,367182,2673,ENSG00000140323.5,ENSG00000140323.5,0.995684307160729,100,100,0.828709769275703,100,100,0.158847399267809,0.00128410212922157,1773,750,10454,367182,2672,15,40358234,40358235
DKFZp779M0652,0.289577973884258,0.395033911958695,0.72226717016395,0.839199394129464,10454,367182,5848,ENSG00000205106.4,ENSG00000205106.4,0.234210190973684,100,100,0.162382009483452,100,100,0.0582568586604772,0.00517446196151097,1617,698,10454,367182,5847,11,45771431,45771432
DLAT,0.522491655227581,0.62028278330201,0.0685341660420489,0.684824629875209,10454,367182,3149,ENSG00000150768.15,ENSG00000150768.15,0.030898001668396,100,100,0.264001789434822,100,100,0.0153299154655157,0.00448615321352601,1105,461,10454,367182,3148,11,112024813,112024814
DLD,0.51130555377619,0.57618373732909,0.799821448224994,0.986317685324096,10454,367182,660,ENSG00000091140.13,ENSG00000091140.13,0.447900946590887,100,100,0.418076133458321,100,100,0.101593283570658,0.0151068669409891,1862,919,10454,367182,659,7,107890969,107890970
DLEU7-AS1,0.638782554951558,0.539971889110021,0.216515355855821,0.358843288345806,10454,367182,6977,ENSG00000237152.3,ENSG00000237152.3,0.0347419343451003,0.0506062606361218,0.219186823973514,0.225759752521024,0.333218006938735,0.392708503996603,0.0516894710911129,0.114302941209439,1981,1011,10454,367182,6976,13,50807855,50807856
DLG5,0.906695394105478,0.900220258678205,0.933325335027274,0.959983758811628,10454,367182,3163,ENSG00000151208.16,ENSG00000151208.16,0.732972384623166,100,100,0.407739297181991,100,100,0.152974305990558,0.00107231730961672,1899,915,10454,367182,3162,10,77926525,77926526
DLL1,0.75251073205587,0.485629372589578,0.42514030964595,0.156145771325902,10454,367182,5679,ENSG00000198719.8,ENSG00000198719.8,0.705662473319304,100,100,0.890779014687431,100,100,0.015730074664879,0.00153559411611203,2354,1000,10454,367182,5678,6,170306564,170306565
DLX1,0.577279965907048,0.460715720995642,0.665509848611292,0.923584780835896,10454,367182,2882,ENSG00000144355.14,ENSG00000144355.14,0.624755158641443,100,100,0.554513218075343,100,100,0.0179275227746739,0.000662185963992441,2234,1034,10454,367182,2881,2,172084739,172084740
DLX6,0.477034173872775,0.44687553818297,0.0866148383708928,0.482429216565605,10454,367182,45,ENSG00000006377.10,ENSG00000006377.10,0.20082073192006,0.252725998257982,0.291099733028429,0.985344730385918,0.951397402534777,0.752660074254241,0.0119716648311441,0.00666091499866438,1937,950,10454,367182,44,7,97005547,97005548
DMBT1,0.449681841513066,0.53199692602212,0.659527547845802,0.987843647279212,10454,367182,5325,ENSG00000187908.16,ENSG00000187908.16,0.612255063704452,100,100,0.146228901579546,100,100,0.1147079902696,0.00358071502078065,2293,1231,10454,367182,5324,10,122560664,122560665
DMKN,0.745789948208418,0.673410214365079,0.78823297303193,0.991485133432384,10454,367182,3574,ENSG00000161249.20,ENSG00000161249.20,0.829130457333375,0.135173380108744,0.046714826172663,0.716682686576001,0.163331243416593,0.0616566578986702,0.0203390415885028,0.00553285386887379,2234,1201,10454,367182,3573,19,35513657,35513658
DNA2,0.348538653024102,0.576394538448813,0.89549537025284,0.891095766232839,10454,367182,2575,ENSG00000138346.14,ENSG00000138346.14,0.988910776948339,0.864700365624348,0.589876360794389,0.573275759820737,0.841064118758257,0.864910813274582,0.179940242476245,0.00401605757282606,2135,870,10454,367182,2574,10,68472120,68472121
DNAAF5,0.12248243680985,0.406201254624351,0.803994154364896,0.886162438398711,10454,367182,3889,ENSG00000164818.15,ENSG00000164818.15,0.0983070870222958,100,100,0.708517745015899,100,100,0.0146599056204821,0.00411626346526016,3092,1523,10454,367182,3888,7,726977,726978
DNAH1,0.262620302851589,0.558160403730025,0.184651847329519,0.538739065954196,10454,367182,1488,ENSG00000114841.17,ENSG00000114841.17,0.192539184536254,100,100,0.75156223577643,100,100,0.0528580028824501,0.00194665787196462,1036,375,10454,367182,1487,3,52316318,52316319
DNAH10,0.972227217067739,0.531857815333116,0.532666227119445,0.9361303424489,10454,367182,5582,ENSG00000197653.15,ENSG00000197653.15,0.66393739710788,100,100,0.0121681212537694,100,100,0.0438487282272467,0.00678326010117639,1902,968,10454,367182,5581,12,123762187,123762188
DNAH10OS,0.750824736927686,0.720338522423106,0.281956142803479,0.884313515703188,10454,367182,7420,ENSG00000250091.2,ENSG00000250091.2,0.285949884272975,0.400009959547708,0.404820629644497,0.105571448713751,0.268237878171503,0.911077154828136,0.0216389242078254,0.000141600751982594,2044,1003,10454,367182,7419,12,123934983,123934984
DNAH17,0.192820303928384,0.312560756456632,0.0860022663945966,0.489837184667621,10454,367182,5317,ENSG00000187775.16,ENSG00000187775.16,0.69731511571271,100,100,0.272771768285744,100,100,0.0204402945699297,2.31508894774858e-06,2725,1442,10454,367182,5316,17,78577393,78577394
DNAH17-AS1,0.0710872989949642,0.474238662337211,0.897573495153549,0.868068503842319,10454,367182,8237,ENSG00000267432.5,ENSG00000267432.5,0.399719904732592,100,100,0.702316685208221,100,100,0.0643523359611552,0.000662503339574596,2653,1437,10454,367182,8236,17,78485033,78485034
DNAH3,0.88760443814359,0.512115575447845,0.555353943083498,0.901895602168849,10454,367182,3456,ENSG00000158486.13,ENSG00000158486.13,0.610457979770366,0.87827272679566,0.992018530910751,0.715033086126517,0.245053059172571,0.101663216557254,0.013462377968609,0.0172292980822605,1179,640,10454,367182,3455,16,21159440,21159441
DNAH7,0.157099504572967,0.354272602866293,0.819087935499316,0.851050087189669,10454,367182,1677,ENSG00000118997.13,ENSG00000118997.13,0.362887701104402,100,100,0.402939573136714,100,100,0.0419449170540167,0.00721974968696187,1580,710,10454,367182,1676,2,196068811,196068812
DNAI2,0.809369610064714,0.855177565690556,0.718953866736157,0.999999688543021,10454,367182,4374,ENSG00000171595.13,ENSG00000171595.13,0.497226115224782,100,100,0.713684092705779,100,100,0.0260188307061304,0.0144814445128311,2265,1091,10454,367182,4373,17,74274246,74274247
DNAJA4,0.572840653752094,0.763317833455947,0.142990884394677,0.986970725962597,10454,367182,2682,ENSG00000140403.12,ENSG00000140403.12,0.139493368127267,0.329739856262964,0.850622148662802,0.590190198040226,0.252157075135121,0.116381342832133,0.0201227915343606,0.000760532577229992,2451,948,10454,367182,2681,15,78264156,78264157
DNAJB13,0.300143636953439,0.949477839485163,0.814880289146267,0.556597495156118,10454,367182,5312,ENSG00000187726.8,ENSG00000187726.8,0.123771304771744,100,100,0.18866861368893,100,100,0.0193621357972446,0.0131867439730612,1647,808,10454,367182,5311,11,73950318,73950319
DNAJB5,0.36897510416636,0.844177988019943,0.704950439849181,0.47731368475029,10454,367182,2495,ENSG00000137094.14,ENSG00000137094.14,0.419959094491109,100,100,0.318569845990585,100,100,0.0463264356786835,0.0131894499757404,1379,709,10454,367182,2494,9,34989640,34989641
DNAJB5-AS1,0.884068789907324,0.578327519760814,0.494135878062255,0.980133123160677,10454,367182,9124,ENSG00000281491.1,ENSG00000281491.1,0.359149669063978,100,100,0.671540169528267,100,100,0.0133964319886327,0.00712871195503565,1379,709,10454,367182,9123,9,34989378,34989379
DNAJB7,0.705556815405732,0.776929952008096,0.847040933837239,0.995534883255212,10454,367182,4431,ENSG00000172404.4,ENSG00000172404.4,0.784685216459943,100,100,0.271206194887806,100,100,0.0100408651095976,0.000557447179077663,1287,585,10454,367182,4430,22,40861616,40861617
DNAJC1,0.472963657302995,0.50659667506365,0.975125905150423,0.916478905514519,10454,367182,2462,ENSG00000136770.10,ENSG00000136770.10,0.951397411383438,100,100,0.889340935346587,100,100,0.0280902781976476,8.40438533948458e-05,546,210,10454,367182,2461,10,22003724,22003725
DNAJC15,0.371908988960949,0.810287204943136,0.32444117171196,0.623968453314527,10454,367182,1753,ENSG00000120675.5,ENSG00000120675.5,0.629005342928731,0.167104494185971,0.0674213152065085,0.818631826593125,0.968470868080366,0.914626018251998,0.544951223620763,0.0810909091444095,2148,1159,10454,367182,1752,13,43023202,43023203
DNAJC16,0.506623664112466,0.688345516983105,0.74014731578162,0.998320154594152,10454,367182,1569,ENSG00000116138.12,ENSG00000116138.12,0.703116275340934,0.482702923522109,0.252141038116341,0.944512290530356,0.991825625281886,0.914334925971651,0.0339353305887532,0.00140135776058039,2714,1434,10454,367182,1568,1,15526812,15526813
DNAJC22,0.692973380354748,0.656154044585593,0.29213387928911,0.356980668271222,10454,367182,4770,ENSG00000178401.14,ENSG00000178401.14,0.356649851606913,0.147768710521991,0.0845885099920339,0.696674230298154,0.171572604937389,0.0662513237991735,0.0170857496530933,0.00337268895521542,1267,454,10454,367182,4769,12,49346916,49346917
DNAJC3,0.0513929583662328,0.636868563425693,0.0073326774435839,0.96211911862422,10454,367182,903,ENSG00000102580.14,ENSG00000102580.14,0.00450046703341516,0.0153814642147503,0.596977127026372,0.212468905828036,0.454377582742767,0.879113839185138,0.0421357315005904,0.0552652555431367,2200,1181,10454,367182,902,13,95677138,95677139
DNAJC3-AS1,0.0447608437729052,0.631512878704542,0.0146942970489308,0.434290296113444,10454,367182,7302,ENSG00000247400.3,ENSG00000247400.3,0.015070160734937,100,100,0.060282191924436,100,100,0.0224163214884176,0.00103489655457516,2200,1181,10454,367182,7301,13,95676924,95676925
DNAJC30,0.66991901451786,0.56765545008915,0.76024264091848,0.960014516051925,10454,367182,4648,ENSG00000176410.7,ENSG00000176410.7,0.755103015786506,100,100,0.76345612446517,100,100,0.113722576987126,0.00170688679861011,1218,525,10454,367182,4647,7,73683452,73683453
