gene_name,pg_adsp,pnl_adsp,pg_ukb,pnl_ukb,adsp_size.x,ukb_size.x,gene_ind.x,ensembl,gene_names,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_r2,stage1_X2_f2,num_snps_original,num_snps_common,adsp_size.y,ukb_size.y,gene_ind.y,chr,TSS,TES
ACTR3,0.578929844747608,0.550049071889976,0.786708744531636,0.997114187587572,10454,367182,1601,ENSG00000115091.11,ENSG00000115091.11,0.24134263723207,0.371403745579,0.435453780184961,0.0804231908252648,0.186432609119205,0.581979152525999,0.0132323722352488,0.00222226921220397,1843,734,10454,367182,1600,2,113889959,113889960
ACTR3B,0.382522529508428,0.300483936829934,0.207270392209026,0.795821622182857,10454,367182,2430,ENSG00000133627.17,ENSG00000133627.17,0.369853728836665,0.615391262359037,0.682909871152305,0.0207008546632388,0.0555826208113199,0.512985153090855,0.0145049231753819,0.00112666829642607,2430,955,10454,367182,2429,7,152759748,152759749
ACTR5,0.874022691273034,0.639233898515998,0.954168746194398,0.968773812427635,10454,367182,959,ENSG00000101442.9,ENSG00000101442.9,0.902176077278287,100,100,0.209210161130068,100,100,0.149168693790347,0.000287295982924465,1695,957,10454,367182,958,20,38748441,38748442
ACTRT3,0.397858802309626,0.450979136316033,0.356768701317637,0.338127345174235,10454,367182,5339,ENSG00000184378.2,ENSG00000184378.2,0.642325729279478,100,100,0.0925600242837805,100,100,0.0323559795288661,1.08428039708922e-05,1602,755,10454,367182,5338,3,169769647,169769648
ACVR2A,0.511807844055148,0.505631375921711,0.315260299226168,0.380796119379005,10454,367182,1894,ENSG00000121989.14,ENSG00000121989.14,0.739265494624481,0.772261224117658,0.523967191050698,0.0058408592153682,0.0105773113231941,0.22077286651206,0.0613701519004703,0.0424890401366475,1589,835,10454,367182,1893,2,147844516,147844517
ACVR2B,0.448458684646737,0.343762969347587,0.01304464506363,0.406419676685624,10454,367182,1590,ENSG00000114739.13,ENSG00000114739.13,0.0443567835595491,100,100,0.135940278961741,100,100,0.069376352736076,0.0034574821058435,1782,935,10454,367182,1589,3,38453850,38453851
ACY3,0.5403988422254,0.683852509730382,0.95349792684142,0.958890914551467,10454,367182,2387,ENSG00000132744.7,ENSG00000132744.7,0.987360632722673,0.357925199075708,0.151755742716183,0.227107944942635,0.0485380825862393,0.0321228985311621,0.0179796844861029,0.000355471924484029,1898,757,10454,367182,2386,11,67650658,67650659
ACYP2,0.739636323023642,0.644700859715552,0.780934559878641,0.837467989176824,10454,367182,4572,ENSG00000170634.12,ENSG00000170634.12,0.938846876082536,100,100,0.0540057672496649,100,100,0.0992978782742395,0.000351750662056871,2214,1158,10454,367182,4571,2,53970840,53970841
AD001527.4,0.210618025241835,0.592196057100408,0.582995790668931,0.850783846772333,10454,367182,8269,ENSG00000279504.1,ENSG00000279504.1,0.456862542217865,0.364762752815434,0.226389529047461,0.963113301994093,0.998897447328677,0.993443291086076,0.0887294570647369,0.0106322881017976,1762,975,10454,367182,8268,19,36114412,36114413
ADA,0.47659839781054,0.469829260675047,0.188484277147256,0.616259648412384,10454,367182,5715,ENSG00000196839.12,ENSG00000196839.12,0.11059769362149,100,100,0.134327702787886,100,100,0.0459253937498431,0.00217713212246488,1680,827,10454,367182,5714,20,44652232,44652233
ADAL,0.62587196451553,0.999999747125463,0.365848708731529,0.872897749324763,10454,367182,4434,ENSG00000168803.14,ENSG00000168803.14,0.101139107242112,100,100,0.221036607334387,100,100,0.0228941060680262,0.0017336409283025,902,205,10454,367182,4433,15,43330673,43330674
ADAM10,0.219092832828383,0.51756421210127,0.770119049407643,0.783643182525687,10454,367182,2734,ENSG00000137845.14,ENSG00000137845.14,0.683358307680926,0.834901183472084,0.659187132220229,0.0136593215293576,0.0442722003188327,0.695537626126362,0.106976990889038,0.000524730767360016,2065,811,10454,367182,2733,15,58749977,58749978
ADAM11,0.320379144346173,0.538191191149008,0.832355934287942,0.900293909926872,10454,367182,469,ENSG00000073670.13,ENSG00000073670.13,0.287364810851324,100,100,0.452731539145578,100,100,0.0266546171846899,0.00105989912059256,1657,978,10454,367182,468,17,44759030,44759031
ADAM12,0.89159693969169,0.653052204492928,0.717885775928219,0.401419462984179,10454,367182,3310,ENSG00000148848.14,ENSG00000148848.14,0.566506199278575,100,100,0.290872614650615,100,100,0.0540698268882421,0.00059720840299376,2638,1502,10454,367182,3309,10,126388454,126388455
ADAM15,0.997801874773181,0.557402316926321,0.010742682681409,0.976170965734678,10454,367182,3074,ENSG00000143537.13,ENSG00000143537.13,0.00547278184310768,0.00959196531398684,0.209083043518429,0.0153634696339828,0.0113181129913399,0.0788520938328724,0.205400497419089,0.0352485274659644,1156,468,10454,367182,3073,1,155050565,155050566
ADAM19,0.434276205532122,0.422062453924386,0.0436139338701736,0.0855971220575828,10454,367182,2520,ENSG00000135074.15,ENSG00000135074.15,0.160445066032604,0.369050359875828,0.877622255795522,0.448773190235772,0.740270772359813,0.867743436207466,0.142789725112487,0.00775344604177374,2736,1525,10454,367182,2519,5,157575774,157575775
ADAM1B,0.869772452837066,0.629059370688349,0.161965291728577,0.878648808601038,10454,367182,6536,ENSG00000226469.1,ENSG00000226469.1,0.153444937729555,100,100,0.0932510878970237,100,100,0.0121712821154445,0.000442798924463347,867,301,10454,367182,6535,12,111927017,111927018
ADAM20P1,0.795317510617935,0.5670084510448,0.476319031533579,0.999999863507661,10454,367182,7524,ENSG00000259158.3,ENSG00000259158.3,0.546180644901599,100,100,0.0744883564686561,100,100,0.0224928042511987,0.00294451162537659,2552,1466,10454,367182,7523,14,70483755,70483756
ADAM28,0.0750994517972727,0.21377391566586,0.462186262650092,0.648991730093491,10454,367182,213,ENSG00000042980.12,ENSG00000042980.12,0.290233074126814,0.570790307083073,0.956463811121616,0.532096335760302,0.11164416295116,0.0456493791232311,0.0686384642269169,0.00876552769226397,1728,842,10454,367182,212,8,24294039,24294040
ADAM9,0.656810758982152,0.631386993882559,0.711743168336032,0.701286717337561,10454,367182,4424,ENSG00000168615.11,ENSG00000168615.11,0.8248749284291,0.89485935686998,0.677277286687806,0.0168139328047523,0.00361309979183564,0.0186857741508991,0.104749643707583,0.000363365428002848,1651,968,10454,367182,4423,8,38996868,38996869
ADAMDEC1,0.556547182768955,0.520388928953706,0.0679228721582026,0.222635253991168,10454,367182,2451,ENSG00000134028.14,ENSG00000134028.14,0.377191570239342,100,100,0.242592186367868,100,100,0.0994296719234222,0.00257835394126594,1741,787,10454,367182,2450,8,24384284,24384285
ADAMTS1,0.104508350951564,0.357377931447678,0.135450428813999,0.322819024423414,10454,367182,3522,ENSG00000154734.14,ENSG00000154734.14,0.440789216431978,100,100,0.170537433262139,100,100,0.0124784341604614,0.000908392852013607,3002,1708,10454,367182,3521,21,26845408,26845409
ADAMTS10,0.292582421048832,0.606171674756,0.0641801794691773,0.853393669222312,10454,367182,3009,ENSG00000142303.13,ENSG00000142303.13,0.176798370291214,0.255720117567666,0.341964004784028,0.954337036668595,0.219544916785076,0.0817826692165425,0.100471560991825,0.000790809929902481,2605,1267,10454,367182,3008,19,8610699,8610700
ADAMTS13,0.288452658803719,0.499146329119938,0.38885909315006,0.32601121246686,10454,367182,3761,ENSG00000160323.18,ENSG00000160323.18,0.425366853855382,100,100,0.427820863940842,100,100,0.082589516653133,0.00113953694267821,2976,1193,10454,367182,3760,9,133414357,133414358
ADAMTS2,0.189962729467381,0.618368009906341,0.0855989288000982,0.904193043928119,10454,367182,630,ENSG00000087116.14,ENSG00000087116.14,0.0368986353805269,0.106105626030624,0.716615911237044,0.0655200239998783,0.178260588765059,0.810997017018282,0.0380838336697657,0.000493823708346605,2710,1349,10454,367182,629,5,179345429,179345430
ADAMTS3,0.265429590939173,0.43458278980539,0.59075570975157,0.639028625215577,10454,367182,3561,ENSG00000156140.9,ENSG00000156140.9,0.924225804107051,0.802900552673058,0.511997590122521,0.117402489115132,0.209909496158969,0.412868771995645,0.0371042000015489,0.000768612491878058,1913,875,10454,367182,3560,4,72569385,72569386
ADAMTS6,0.119024411230323,0.669192260963896,0.450075866164215,0.39019150837439,10454,367182,233,ENSG00000049192.14,ENSG00000049192.14,0.498648829114283,0.287557329900922,0.153736457122756,0.231786533764376,0.437595809595913,0.636721025712881,0.0211653537544241,0.00594683311909081,1955,1056,10454,367182,232,5,65481919,65481920
ADAMTSL2,0.0425584082566739,0.13955724458731,0.920400636772379,0.881145636445129,10454,367182,5811,ENSG00000197859.9,ENSG00000197859.9,0.864339280448465,100,100,0.97520733152939,100,100,0.0138541984009635,0.000447960506364374,3035,1192,10454,367182,5810,9,133532163,133532164
ADAMTSL4,0.929713024722353,0.670074898305116,0.875887160173665,0.115333283668907,10454,367182,3060,ENSG00000143382.14,ENSG00000143382.14,0.201000935457196,0.439283292495796,0.919504825958481,0.165828753983222,0.329074211712482,0.582199051718244,0.175229180085142,0.0747606826545588,1499,697,10454,367182,3059,1,150549368,150549369
ADAMTSL4-AS1,0.883179742931899,0.830868665467762,0.813145170690473,0.859704773736173,10454,367182,5948,ENSG00000203804.4,ENSG00000203804.4,0.659643218235513,100,100,0.955986275756137,100,100,0.0170536123609797,0.00243532129937658,1496,693,10454,367182,5947,1,150574549,150574550
ADAMTSL5,0.883520120224361,0.725428634408105,0.051814730078267,0.811913028592802,10454,367182,5429,ENSG00000185761.10,ENSG00000185761.10,0.0189345624137791,100,100,0.15606472294491,100,100,0.0236264591909799,0.000393130239019837,2203,973,10454,367182,5428,19,1513603,1513604
ADAP1,0.459066671540103,0.552594279552213,0.163609474460858,0.156438009817995,10454,367182,1191,ENSG00000105963.13,ENSG00000105963.13,0.836952129538029,100,100,0.245572834408533,100,100,0.198105381904735,4.70244642634338e-06,2803,1371,10454,367182,1190,7,955406,955407
ADAR,0.626009491117273,0.578562861938529,0.659730831983495,0.65963736898356,10454,367182,3780,ENSG00000160710.15,ENSG00000160710.15,0.999321102634281,100,100,0.731985379249051,100,100,0.0383668649990182,0.00528885937680657,1631,741,10454,367182,3779,1,154627998,154627999
ADARB2,0.050645054101334,0.246774765406543,0.244692798223579,0.606056327421341,10454,367182,5428,ENSG00000185736.15,ENSG00000185736.15,0.12268101301084,0.0686272269535294,0.0845419228113651,0.36886031701067,0.0852174832902579,0.0424394321967409,0.366997444232831,0.00760266293708629,3142,1528,10454,367182,5427,10,1737475,1737476
ADAT1,0.890390790575141,0.868715957253526,0.215507970575927,0.81039932431916,10454,367182,347,ENSG00000065457.10,ENSG00000065457.10,0.135237221593091,0.30539107298253,0.707197532220288,0.036419377322625,0.0755838262796633,0.37480516985427,0.0951802925470551,0.00377652580669358,2208,779,10454,367182,346,16,75623299,75623300
ADAT2,0.742560242801649,0.58928741706681,0.126429967843036,0.148308354768163,10454,367182,5609,ENSG00000189007.15,ENSG00000189007.15,0.547678473352016,100,100,0.0832480681424498,100,100,0.0187588200544437,0.00164861511495688,1941,915,10454,367182,5608,6,143450672,143450673
ADCK1,0.940108071263474,0.857622925657737,0.916234207430117,0.833914593407381,10454,367182,318,ENSG00000063761.15,ENSG00000063761.15,0.879814579708574,0.956596339029578,0.797428614162116,0.106911764483686,0.0457612942889997,0.0588555433593755,0.459476347137577,0.340981639277692,2769,1604,10454,367182,317,14,77800082,77800083
ADCK2,0.443021511577293,0.614103116900945,0.588108708153791,0.968616416805212,10454,367182,2427,ENSG00000133597.10,ENSG00000133597.10,0.600339298322537,0.82137764497571,0.730048003180734,0.632679163324491,0.739987618334392,0.540941088998936,0.194182046433867,0.0967854067698429,1832,815,10454,367182,2426,7,140673152,140673153
ADCK5,0.411324389994601,0.959834896501393,0.0190626134658779,0.0376209113299923,10454,367182,4739,ENSG00000173137.11,ENSG00000173137.11,0.2975310481253,100,100,0.354539301480665,100,100,0.0105159238160146,0.000812093747905821,1156,367,10454,367182,4738,8,144373100,144373101
ADCY10P1,0.621813270306194,0.6035005070891,0.860503267081166,0.931631536542297,10454,367182,3833,ENSG00000161912.17,ENSG00000161912.17,0.816815675017378,0.962909634174039,0.882261007197927,0.189278627272468,0.000790913120572797,0.000393795246962353,0.34953545753106,0.120993154759724,2218,1147,10454,367182,3832,6,41101021,41101022
ADCY3,0.301828978710959,0.510035972716153,0.994238519265777,0.987375698311007,10454,367182,2743,ENSG00000138031.14,ENSG00000138031.14,0.884241954918504,0.954520745918452,0.788602002032503,0.783286147477491,0.962577544017106,0.979898290938029,0.528737926147432,0.013483704695931,1625,623,10454,367182,2742,2,24919838,24919839
ADCY7,0.05249951861532,0.335681696827721,0.438453299975198,0.971451410298591,10454,367182,1871,ENSG00000121281.12,ENSG00000121281.12,0.168587679808198,0.347514178874857,0.640167935204401,0.0786056616075014,0.0152524687994299,0.021664543205777,0.199982387338562,0.00513985671989222,1651,754,10454,367182,1870,16,50246136,50246137
ADCY9,0.417188010313447,0.679507989545537,0.298598044209698,0.335487452798577,10454,367182,3847,ENSG00000162104.9,ENSG00000162104.9,0.521788158032423,0.791161200874857,0.80941764955353,0.00998875167533898,0.000888596314084217,0.00646883379607517,0.188511636216611,0.00119165626688348,1917,800,10454,367182,3846,16,4116184,4116185
ADD1,0.658137890073604,0.629743274751022,0.792607375771155,0.939268506009956,10454,367182,636,ENSG00000087274.16,ENSG00000087274.16,0.649616652761557,100,100,0.900137597558195,100,100,0.0554854054169594,0.00344797897296322,1903,910,10454,367182,635,4,2843856,2843857
ADD3,0.192626843926616,0.698258709399362,0.190525925613313,0.88937112631536,10454,367182,3301,ENSG00000148700.14,ENSG00000148700.14,0.126112971932503,100,100,0.277571358164891,100,100,0.0194646436428718,0.000862286723626878,1683,532,10454,367182,3300,10,109996367,109996368
ADGRA2,0.0228408742058817,0.771728658942366,0.828767286281587,0.639158389921528,10454,367182,128,ENSG00000020181.17,ENSG00000020181.17,0.0181708588848833,100,100,0.0384105978456686,100,100,0.103319275556217,0.000663449671679815,960,459,10454,367182,127,8,37784190,37784191
ADGRE1,0.790156597757165,0.704593113698308,0.0347864042924712,0.24148999377511,10454,367182,4822,ENSG00000174837.14,ENSG00000174837.14,0.229103557581982,0.183808744792659,0.163529931893038,0.0776092897024384,0.0240264240324562,0.0371628886718644,0.226349802965085,0.0207939474786022,2928,1456,10454,367182,4821,19,6887565,6887566
ADGRE2,0.563655032694896,0.515651347891813,0.981943565612845,0.765975457099462,10454,367182,2126,ENSG00000127507.17,ENSG00000127507.17,0.424824567026069,0.362601752544768,0.238078788016013,0.140498714625299,0.072264822754847,0.0791462945028418,0.385236361734469,0.00019287457108525,2787,1421,10454,367182,2125,19,14778536,14778537
ADGRE3,0.816662568607987,0.58099681391162,0.407747522283177,0.837021725337192,10454,367182,2318,ENSG00000131355.14,ENSG00000131355.14,0.351542044948642,100,100,0.161272271147425,100,100,0.0134391629247741,0.00187126596444425,2956,1523,10454,367182,2317,19,14690026,14690027
ADGRE4P,0.418601829490953,0.585506940319957,0.565563798567859,0.911360119111552,10454,367182,7832,ENSG00000268758.7,ENSG00000268758.7,0.330217020411867,0.129743734256273,0.0765702882577088,0.125042974851548,0.307801880374946,0.952081193334077,0.302717499473975,0.0781960888622367,3119,1637,10454,367182,7831,19,6997871,6997872
ADGRG1,0.723915497737575,0.530413643304578,0.123702655765378,0.786118213024778,10454,367182,6055,ENSG00000205336.11,ENSG00000205336.11,0.0590614193348054,100,100,0.274982237293024,100,100,0.0172406558430557,0.00768753282716203,1964,832,10454,367182,6054,16,57610651,57610652
ADGRG3,0.656702138904458,0.484703699389828,0.932744427444204,0.941972319264712,10454,367182,5233,ENSG00000182885.16,ENSG00000182885.16,0.521151341256627,100,100,0.344576908725066,100,100,0.0709779681053091,2.75926748178395e-05,1953,816,10454,367182,5232,16,57668186,57668187
ADGRL1,0.999747110499649,0.64557729362771,0.813134734753802,0.885804018688731,10454,367182,437,ENSG00000072071.16,ENSG00000072071.16,0.66109956163588,0.857108567342504,0.733199264901688,0.0677316395976122,0.156855541162451,0.544255491570797,0.0191923814695124,0.00127943718340244,1855,925,10454,367182,436,19,14206186,14206187
ADH1B,0.827424571594033,0.732474408733723,0.316384666870897,0.999998827019002,10454,367182,5689,ENSG00000196616.13,ENSG00000196616.13,0.307813406809089,100,100,0.0460246882709838,100,100,0.016940697624165,3.6070494094947e-05,2417,837,10454,367182,5688,4,99321400,99321401
ADH5,0.57635729594998,0.580726740950965,0.956173772954206,0.662982024352293,10454,367182,5814,ENSG00000197894.10,ENSG00000197894.10,0.345263730919416,0.368570232728289,0.293073323535445,0.275534256086484,0.16444263096373,0.119687944857067,0.210767855207286,9.93668837857694e-05,2466,854,10454,367182,5813,4,99088800,99088801
ADHFE1,0.529819442136366,0.581268416046604,0.246697763952029,0.286332884592542,10454,367182,3255,ENSG00000147576.15,ENSG00000147576.15,0.869597349674358,100,100,0.0855912838542499,100,100,0.214039991272795,0.00427435584451708,1429,483,10454,367182,3254,8,66432485,66432486
ADI1,0.422606701642605,0.639816358510954,0.146174524200245,0.907173622531147,10454,367182,5217,ENSG00000182551.13,ENSG00000182551.13,0.16674404563848,0.035557143621506,0.0291096483841012,0.762557465250386,0.938659227984016,0.850912811162976,0.0603914115314092,0.0242096455407351,2856,1468,10454,367182,5216,2,3517746,3517747
ADIPOR2,0.0283410462516683,0.0706696836095356,0.0123074713095676,0.0267595878927429,10454,367182,60,ENSG00000006831.9,ENSG00000006831.9,0.201438986438743,0.440738538011762,0.934404452907466,0.0182408974315662,0.0601532329103653,0.825053134880132,0.0788802664778242,0.00176010448499572,2190,967,10454,367182,59,12,1688573,1688574
ADIRF-AS1,0.152942918664988,0.423122020831441,0.0916982995470727,0.581802604468625,10454,367182,7990,ENSG00000272734.1,ENSG00000272734.1,0.0717694308954526,100,100,0.539835728320681,100,100,0.0223851542413402,0.000904719387814113,1645,757,10454,367182,7989,10,86971310,86971311
ADK,0.830022001915917,0.837329912248864,0.585246724681443,0.816606122468931,10454,367182,3558,ENSG00000156110.13,ENSG00000156110.13,0.116961265675498,0.28975360407029,0.887487606931591,0.00774550146691172,0.0282478613409706,0.83744539666372,0.573218167065245,0.199636076955969,1085,257,10454,367182,3557,10,74151184,74151185
ADO,0.899490197071287,0.360709214262844,0.98578417316459,0.778956900649333,10454,367182,5176,ENSG00000181915.4,ENSG00000181915.4,0.821105115368369,100,100,0.275728957030273,100,100,0.0139831645212166,0.00304532785265771,2010,793,10454,367182,5175,10,62804856,62804857
ADORA1,0.340780421451428,0.270940194290134,0.0678577687085094,0.278220003917859,10454,367182,3950,ENSG00000163485.16,ENSG00000163485.16,0.262982615984917,0.40234339793664,0.451077165600561,0.784982564512762,0.316222012352322,0.135513268130689,0.133074207448664,0.000913827831397938,1918,811,10454,367182,3949,1,203090653,203090654
ADORA2A,0.466849547686507,0.521091424307706,0.801865080170384,0.825093729309677,10454,367182,2159,ENSG00000128271.21,ENSG00000128271.21,0.964667596469295,100,100,0.494792868905002,100,100,0.0535180442986788,0.00152500401122566,1747,782,10454,367182,2158,22,24417878,24417879
ADORA2A-AS1,0.612182853071086,0.540316289947291,0.914973967037785,0.974706397443975,10454,367182,5038,ENSG00000178803.10,ENSG00000178803.10,0.909705477879104,100,100,0.47981144790615,100,100,0.0784403398472759,0.00139755011702378,1669,788,10454,367182,5037,22,24475152,24475153
ADORA2B,0.301206677979966,0.476737487850467,0.906924834626258,0.999583097048735,10454,367182,4552,ENSG00000170425.3,ENSG00000170425.3,0.681502206856099,100,100,0.647673713924657,100,100,0.125382155614629,0.000712305641175967,1500,511,10454,367182,4551,17,15944916,15944917
ADPGK,0.506507378197737,0.899637359249783,0.836504542263662,0.986329421727653,10454,367182,3697,ENSG00000159322.17,ENSG00000159322.17,0.754083450537853,0.81549600074198,0.577817779515905,0.805087400004897,0.606233231832711,0.332255955134983,0.0371247673794726,7.31318504290774e-05,1079,385,10454,367182,3696,15,72785845,72785846
ADPRH,0.420749735100049,0.394421370461237,0.799077585420526,0.972617480054452,10454,367182,3148,ENSG00000144843.11,ENSG00000144843.11,0.118254324899937,0.291073729521321,0.866681027009737,0.546668728271031,0.682043946396903,0.526056443675667,0.118324483850653,0.00247850500501941,2130,1045,10454,367182,3147,3,119579650,119579651
ADPRM,0.344521544977268,0.521524691176332,0.816570892592753,0.334903359694631,10454,367182,4533,ENSG00000170222.11,ENSG00000170222.11,0.613015793237624,100,100,0.981951622763657,100,100,0.0267391454185146,0.00141984732396325,2184,1000,10454,367182,4532,17,10697593,10697594
ADRB1,0.572735015565636,0.513560637651105,0.605427917644142,0.663958798130402,10454,367182,216,ENSG00000043591.5,ENSG00000043591.5,0.668932926874998,100,100,0.136524072697019,100,100,0.0718661109358876,0.000378271404759322,2182,1100,10454,367182,215,10,114044055,114044056
ADSS,0.337733492064591,0.825257922084531,0.0390558657247177,0.121806499041434,10454,367182,182,ENSG00000035687.9,ENSG00000035687.9,0.0180733992580382,0.0269986151685077,0.200997991178181,0.853472937728444,0.910898247819816,0.696121697967384,0.169890318973396,0.0140552641441848,2337,938,10454,367182,181,1,244452133,244452134
ADTRP,0.84940484662069,0.765192042528786,0.720713833084853,0.736864755361958,10454,367182,1476,ENSG00000111863.12,ENSG00000111863.12,0.793760191001956,0.206479507629405,0.0789387340738478,0.0280847629134283,0.0290854799844186,0.133426384341178,0.019934431044256,0.00159256971154707,2643,1222,10454,367182,1475,6,11807045,11807046
AEBP1,0.829189443740123,0.969077831062211,0.159714779338583,0.14847702376764,10454,367182,1234,ENSG00000106624.10,ENSG00000106624.10,0.890051801203338,0.785466235702534,0.495842033362889,0.0848046477901994,0.144503882135667,0.343164783116779,0.0250863994555761,0.00358484020685758,1908,1195,10454,367182,1233,7,44104360,44104361
AEN,0.331861342097554,0.998830987011894,0.128973146117416,0.256602354008085,10454,367182,5136,ENSG00000181026.14,ENSG00000181026.14,0.174283341116142,0.371423005451426,0.713099607845956,0.690606502698261,0.394735248846494,0.192203213526542,0.0425379821406322,0.00115320971709136,2136,884,10454,367182,5135,15,88621295,88621296
AES,0.590139663310935,0.540053060813405,0.803603737995971,0.839014786835874,10454,367182,1109,ENSG00000104964.14,ENSG00000104964.14,0.917369625338867,0.519944902700553,0.254718033289239,0.823283271569796,0.300133126649137,0.124707323097254,0.100119510712167,0.000292578248084271,2847,1188,10454,367182,1108,19,3063106,3063107
AF001548.5,0.707707993571587,0.535051167856438,0.952281069486166,0.832769041295709,10454,367182,7705,ENSG00000263335.1,ENSG00000263335.1,0.789371581052791,0.873845040940122,0.656062748655841,0.0714560753495269,0.0543102500876365,0.108438365598917,0.578785123814299,0.0124626158394637,1916,959,10454,367182,7704,16,15726673,15726674
AF001548.6,0.568682477826224,0.573242506455288,0.702468438554153,0.783297688960739,10454,367182,7695,ENSG00000263065.1,ENSG00000263065.1,0.910815222268964,100,100,0.0562131675338206,100,100,0.167790934120114,0.00655309572355647,1910,956,10454,367182,7694,16,15741150,15741151
AF064858.10,0.475599477246404,0.45599542252487,0.565137246507265,0.68766356702028,10454,367182,6936,ENSG00000237609.1,ENSG00000237609.1,0.712913433015184,0.723716718109143,0.474573110149419,0.00597190587955453,0.0150400219967117,0.360735856106217,0.0996236698393859,0.00515592240176279,2605,1284,10454,367182,6935,21,39029127,39029128
AF064858.11,0.733323643726536,0.389919074461284,0.182134797212056,0.427865704439778,10454,367182,6942,ENSG00000237721.1,ENSG00000237721.1,0.18327614914382,100,100,0.00536476253753209,100,100,0.0814794320256867,0.00195247497809404,2565,1291,10454,367182,6941,21,39011328,39011329
AF064858.8,0.864691420375484,0.545202821330823,0.0926977048585029,0.141708566570091,10454,367182,6880,ENSG00000235888.1,ENSG00000235888.1,0.143701637213741,0.221881093464628,0.350009835115102,0.00109119668627986,0.00482271194103121,0.957811010020418,0.14080830271589,0.000913681567398384,2549,1276,10454,367182,6879,21,39006152,39006153
AF131215.2,0.13879384687535,0.389878514921678,0.150288689573648,0.230497637540874,10454,367182,7377,ENSG00000255310.2,ENSG00000255310.2,0.463654216432298,100,100,0.0449868749262196,100,100,0.0945182157157198,2.37411228313755e-07,2943,973,10454,367182,7376,8,11109725,11109726
AF131215.9,0.153126419706666,0.46432541083633,0.216108793514758,0.304989125730035,10454,367182,7860,ENSG00000269918.1,ENSG00000269918.1,0.314700561306148,0.141746355406402,0.0887722663208362,0.0351235517865451,0.108271293565192,0.932953359830131,0.127337472227988,0.000659159265788014,2952,974,10454,367182,7859,8,11106703,11106704
AFAP1,0.401638114392735,0.905348938966223,0.758596022967732,0.699176634560303,10454,367182,5681,ENSG00000196526.10,ENSG00000196526.10,0.400825138580308,100,100,0.591624933197561,100,100,0.595521247959888,0.00042297470484863,3639,1657,10454,367182,5680,4,7872312,7872313
AFDN,0.0026547383350834,0.00970624577853663,0.000483393261016707,0.00101243539391399,10454,367182,2259,ENSG00000130396.20,ENSG00000130396.20,0.602401081505463,0.691809365749555,0.4950689959519,0.0331492773490813,0.0444485924696213,0.193759902127928,0.261361860542771,0.00483257429702897,3090,1571,10454,367182,2258,6,167826921,167826922
AFF3,0.55964262901318,0.547029520352715,0.932095513055068,0.886928276638928,10454,367182,3124,ENSG00000144218.18,ENSG00000144218.18,0.920530473639698,100,100,0.720072984052157,100,100,0.0503410505895057,0.000479568103552766,2057,947,10454,367182,3123,2,100142738,100142739
AFF3,0.55964262901318,0.547029520352715,0.937312439523278,0.909763547137663,10454,367182,3124,ENSG00000144218.18,ENSG00000144218.18,0.920530473639698,100,100,0.720072984052157,100,100,0.0503410505895057,0.000479568103552766,2057,947,10454,367182,3123,2,100142738,100142739
AFF4,0.723299796052214,0.572173461912852,0.996405683426693,0.535738339730844,10454,367182,442,ENSG00000072364.12,ENSG00000072364.12,0.91479187158474,0.85827307679918,0.587538910212391,0.828875535347286,0.541043060328967,0.276991265933717,0.0119967544563777,3.32517162585149e-05,1683,685,10454,367182,441,5,132963633,132963634
AGA,0.093900694153962,0.393256658984451,0.813458859405403,0.230261304786052,10454,367182,193,ENSG00000038002.8,ENSG00000038002.8,0.229285319190109,0.478694297751729,0.866722398220519,0.00148985404422726,0.00482508320544724,0.447590597950805,0.549180367041185,0.00683461035973605,2367,1032,10454,367182,192,4,177442502,177442503
AGAP10P,0.511172763451181,0.586637440602981,0.630524293164601,0.45758577880165,10454,367182,6697,ENSG00000230869.1,ENSG00000230869.1,0.350972016293221,0.151016328964336,0.0879938204925174,0.578098293563441,0.687579514071477,0.507201482089636,0.156982662392925,0.014945657526928,1962,782,10454,367182,6696,10,45678691,45678692
AGAP12P,0.0184919356306849,0.0861140863211503,0.0157839174276699,0.00254326765477952,10454,367182,7731,ENSG00000265018.6,ENSG00000265018.6,0.0184607875720988,0.00130273029156918,0.00541726879486894,0.131885287360168,0.321364745294525,0.989048516243598,0.207067470023972,0.170253449308011,798,264,10454,367182,7730,10,48031639,48031640
AGAP14,0.765716336458158,0.647168733935396,0.767944888113172,0.843085503799465,10454,367182,8230,ENSG00000279058.2,ENSG00000279058.2,0.0935462738500721,0.190953623394216,0.479809583892977,0.905742569987069,0.480618313535087,0.228312940154773,0.017381580133148,9.67017165768957e-05,1328,376,10454,367182,8229,10,46337223,46337224
AGAP3,0.169319112272526,0.383314309057231,0.652617019685691,0.487369024056351,10454,367182,2428,ENSG00000133612.18,ENSG00000133612.18,0.619344238231129,100,100,0.198371360714253,100,100,0.112906727827495,0.000118766455878594,2520,1311,10454,367182,2427,7,151085830,151085831
AGAP4,0.119390912443507,0.441542887613857,0.00698857348712029,0.0392498003417649,10454,367182,5556,ENSG00000188234.13,ENSG00000188234.13,0.0757636457775916,0.186135594821353,0.647405636984069,0.107255116337596,0.183832515022637,0.373117423924535,0.199409716670035,0.000646176331185054,2058,961,10454,367182,5555,10,45853874,45853875
